roc_auc_mean,roc_auc_std,prc_auc_mean,prc_auc_std,time_seconds_mean,time_seconds_std
0.9734539005717501,0.007603359111370413,0.7376808701600137,0.057780045411019054,985.6429692268372,45.808636207347945
