smiles,antibiotic_activity,mol_weight,clogp,clogp_6.5
C=CCN(C#N)c1nc(N(C)C)nc(N(C)C)n1,0,247.306,0.4770799999999997,0
c1ccc(CNc2ccc3c(ccc4c5ccccc5[nH]c34)n2)cc1,0,323.399,5.481400000000003,0
CCCNC(=O)N(C)c1nncnc1C(=O)NC,0,252.278,-0.213,0
Cc1ccc(NC(=O)Cc2coc3ccc(C(C)C)cc23)cc1,0,307.393,5.045820000000004,0
CC(C)COc1c[nH]c(CO)cc1=O,0,197.234,0.902,0
Nc1ccc(Oc2ccc3ccccc3c2Cl)c(Cl)c1,0,304.176,5.5211000000000015,0
C[C@]12C(=O)OC(=O)[C@@]1(C)[C@@H]1CC[C@H]2O1,0,196.202,0.6436,0
c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,0,297.361,5.040400000000003,0
CN1C(=O)c2ccccc2C1=O,0,161.16,0.9124,0
Clc1ccc2sc(Sc3ccccc3)nc2c1,0,277.801,5.100900000000002,0
O=C(O)c1n[nH]c2c1CCCC2,0,166.18,0.9867,0
Cc1[nH]c2ccccc2c1C(=O)CSc1ccc(Cl)cc1,0,315.825,5.104720000000003,0
N=C1NC(=O)[C@@H](CC(=O)O)S1,0,174.181,-0.3725300000000001,0
O=C(O)C[C@@H](C(=O)O)[C@H](O)c1ccccc1,0,224.212,0.8955,0
Nc1nc(Cl)nc(Cl)n1,0,164.983,0.7605999999999999,0
Cc1ccc(Oc2ccccc2)c(NC(=O)c2ccccc2)c1,0,303.361,5.039620000000003,0
CC(C)CNc1nc(=O)cn[nH]1,0,168.2,0.2327999999999997,0
CCNc1nc(NCC)nc(OCC#N)n1,0,222.252,0.6375799999999999,0
O=C(O)CCNC(=O)c1cncc(O)c1,0,210.189,-0.0083,0
CN(C)C=C(C=[N+](C)C)c1[nH]ncc1N,0,208.289,0.2373000000000002,0
CCOC(=O)[C@H]1CSCCN1,0,175.253,0.2544999999999998,0
Cc1ccc(/C=N/c2ccccc2Sc2c(C)n[nH]c2C)cc1,0,321.449,5.236760000000003,0
CS(=O)(=O)Nc1ccccc1O,0,187.22,0.7636999999999998,0
O=C(c1cccs1)N1c2ccccc2Sc2ccccc21,0,309.415,5.191200000000002,0
O/N=C/c1ccccc1C(F)(F)F,0,189.136,2.5135000000000005,0
Cc1cn([C@H]2C[C@@H](NC(=O)C(C)(C)C)[C@@H](CO)O2)c(=O)[nH]c1=O,0,325.365,-0.3442799999999992,0
Cc1ccc(-c2c[nH]c(=S)[nH]2)cc1,0,190.271,3.0477100000000004,0
CC(C)c1nc2cc3sc(C(C)C)nc3cc2s1,0,276.43,5.152800000000004,0
O[C@@H]1[C@H]2[C@H]3C[C@H]1N[C@@H]1[C@@H]2C[C@H]3[C@H]1O,0,181.235,-0.6656000000000004,0
CC1(C)[C@H]2CC[C@@]1(C)c1nn(-c3ccccc3)c(C(F)(F)F)c12,0,320.358,5.066000000000004,0
O=S1(=O)C[C@H]2NC(=S)N[C@H]2C1,0,192.265,-1.3702999999999992,0
Cc1ccc(-c2nc(Nc3ccccc3F)sc2C)cc1,0,298.386,5.309640000000003,0
COc1ccc(Cc2c(O)[nH]c(N)nc2=O)cc1,0,247.254,0.6571,0
Fc1ccc(-c2nc3ccc4ccccc4c3c3c2CCC3)cc1,0,313.375,5.682800000000004,0
CN(c1ccc(N)cc1[N+](=O)[O-])S(C)(=O)=O,0,245.26,0.5728000000000002,0
S=C1C=C(N2CCCCC2)C[C@H](c2ccc(Cl)cc2)S1,1,323.914,5.215200000000005,0
OC[C@@H](O)[C@H]1O[C@H](c2ccccc2)OC[C@@H]1O,0,240.255,-0.1852999999999997,0
CCCC1CCC(c2ccc(OC(=O)c3ccco3)cc2)CC1,0,312.409,5.572700000000005,0
N[C@@H](Cc1ccccc1)c1ccc2c(c1)OCCO2,0,255.317,2.7003000000000013,0
O=C(c1ccc(Cl)cc1)c1coc2c1cc(O)c1ccccc12,0,322.747,5.176000000000003,0
NNS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)NN)cc2)cc1,0,358.401,-0.2170999999999994,0
COCCCNc1ncnc(N)c1[N+](=O)[O-],0,227.224,0.4154000000000001,0
O=C(Nc1cccnc1)c1nc2ncccn2n1,0,240.226,0.7715999999999997,0
CC1=CC(C)(C)N(C(=O)/C=C/c2ccccc2)c2ccc(C)cc21,0,317.432,5.236920000000005,0
CCOC(=O)[C@H](C(C)=O)[C@H]1CCS(=O)(=O)C1,0,248.3,0.1894,0
CSc1cccc(NC(=O)/C=C/c2ccc(C(C)C)cc2)c1,0,311.45,5.183800000000004,0
COCN(C#N)c1nc(N(C)C)nc(N(C)C)n1,0,251.294,-0.1050199999999996,0
Nc1nnc(C(=O)c2ccccc2N)s1,0,220.257,0.9335,0
N#CCNC(=O)CN1C(=O)c2ccccc2C1=O,0,243.222,-0.0776200000000004,0
CCC(CC)C(=O)N1c2ccccc2Sc2ccccc21,0,297.423,5.252100000000004,0
CSC1=NN(C)c2cnn(C)c(=O)c2S1,0,242.329,0.9562,0
O=S(=O)(c1ccccc1)N1CCN(CCO)CC1,0,270.354,-0.0147999999999999,0
N[C@@H](c1ccncc1)c1ccc(OCc2ccccc2)cc1,0,290.366,3.708700000000003,0
Cc1cccc(/C=C2\CS/C(=C\c3cccc(C)c3)C2=O)c1,0,306.43,5.043840000000004,0
Cc1noc(C)c1-c1ccc(N)cc1,0,188.23,2.54064,0
CC1(C)NCS[C@H]1C(=O)O,0,161.226,0.5121,0
CCOc1ccc(S(N)(=O)=O)cc1,0,201.247,0.7327,0
C(=N/c1ccccc1)\c1ccc(Oc2ccccc2)cc1,0,273.335,5.229500000000003,0
O=C(C1CCCC1)N1C[C@@H]2CCNC[C@@H]21,0,208.305,0.9969,0
Clc1cccc(Cl)c1CSc1cccs1,0,275.225,5.347200000000003,0
c1ccc2c([C@@H]3CCCN3)cccc2c1,0,197.281,3.2643000000000013,0
Cn1c(=O)c2[nH]c(-[n+]3ccc(C(=O)O)cc3)nc2n(C)c1=O,0,302.27,-1.0647999999999995,0
NC(=O)CSc1ccccn1,0,168.221,0.6590000000000001,0
CCOc1ccc2nc(C34CC5CC(CC(C5)C3)C4)ccc2c1,0,307.437,5.1013000000000055,0
[N-]=[N+]=N,0,43.029,0.87547,0
Clc1ccc2nc(Cl)cc(-c3ccccc3)c2c1,0,274.15,5.208600000000002,0
CCC(=O)O,0,74.079,0.481,0
COC(=O)c1cc(=O)nc2n1[C@H]1O[C@H](CO)[C@H](O)[C@H]1O2,0,284.224,-1.9584999999999992,0
CCCC(=O)O,0,88.106,0.8711,0
CCOc1ccc2c(c1)-c1c(ssc1=S)C(C)(C)N2C,0,323.508,5.289690000000004,0
CC(=O)O,0,60.052,0.0908999999999999,0
CC[C@@H](C)c1ccc(NC(=O)c2cc3ccccc3o2)cc1,0,293.366,5.198600000000003,0
Cc1ccnc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)c1,0,328.332,-0.2241799999999998,0
O=C(Cn1ccc([N+](=O)[O-])n1)Nc1cccnc1,0,247.214,0.8249999999999997,0
CN1CCN(S(=O)(=O)c2ccc(CN)cc2)CC1,0,269.37,0.0814000000000008,0
C[C@H]1CC[C@@H](C)N1c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0,311.269,5.101400000000003,0
NC[C@@H](c1cccnc1)S(=O)(=O)c1ccc(Cl)cc1,0,296.779,2.2087000000000003,0
Clc1ccc(-c2onc3cc(-c4ccccc4)ccc23)cc1,0,305.764,5.815200000000004,0
CCOC(=O)Cc1csc(/C(=N/O)C(N)=O)n1,0,257.271,-0.0877,0
CS(=O)(=O)c1nnnn1-c1ccc2c(c1)OCO2,0,268.254,-0.2055000000000006,0
CC(=O)N[C@@H]1[C@@H](Oc2ccc(C(C)=O)cc2)O[C@H](CO)[C@H](O)[C@@H]1O,0,339.344,-0.7882999999999996,0
Cc1cc(C2(c3cc(C)c(N)c(C)c3)CCCCC2)cc(C)c1N,0,322.496,5.334880000000004,0
C=CCNC(=O)CSc1nc(=O)cc(N)[nH]1,0,240.288,-0.2535999999999999,0
O=C1Nc2ccccc2Oc2cc(Sc3ccccc3)ccc21,0,319.385,5.195800000000003,0
Cc1ccc(NC(=O)c2cc(=O)[nH]c(=O)[nH]2)cc1,0,245.238,0.6239199999999998,0
CCn1c2c(c3cc(C4CCCCC4)ccc31)CCC/C2=N\O,0,310.441,5.223500000000005,0
CC(C)C(=O)NNC(=O)c1ccccc1O,0,222.244,0.8091999999999997,0
CC(=O)N[C@H]1C(=O)NC(=S)N(c2ccccc2)C1=O,0,277.305,-0.061000000000001,0
CCOC(=O)c1nnn(CC(N)=O)c1C,0,212.209,-0.7514799999999997,0
Clc1ccc(CSc2nc3ccccc3s2)cc1,0,291.828,5.242000000000003,0
CCn1cc2nc(N3CCNCC3)[nH]cc-2c1=O,0,247.302,0.1056999999999993,0
CC(C)NC(=O)c1cccc2cccc(Sc3ccccc3)c12,0,321.445,5.129200000000004,0
O=C(NCCN1CCOCC1)c1cccs1,0,240.328,0.8101000000000005,0
CCc1ccc(NC(=O)Cc2coc3ccc(C(C)C)cc23)cc1,0,321.42,5.299800000000004,0
NCCN1CCC(C(=O)O)CC1,0,172.228,-0.2583000000000002,0
COC(=O)/C=C/c1cn([C@H]2OC[C@@H](CO)[C@@H]2O)c(=O)[nH]c1=O,0,312.278,-1.7789999999999992,0
CN(C)CCC(=O)N1CCNCC1,0,185.271,-0.6300999999999983,0
O=C(Nc1ccc(-c2ccccc2)cc1)[C@H]1C[C@@H]1c1ccccc1,0,313.4,5.095800000000004,0
COc1cc(C)nc2nc(S(C)(=O)=O)nn12,0,242.26,-0.1551800000000001,0
N[C@@H](CC(=O)Nc1ccc(Cl)cc1)C(=O)O,0,242.662,1.0804999999999998,0
COc1ccc(OC)c(CCNC(=O)CN)c1,0,238.287,0.3211999999999999,0
CS(=O)(=O)N[C@@H](C(=O)O)c1ccccc1,0,229.257,0.3614999999999994,0
Cn1c(=O)c2c(ncn2CCNC2=NCCC2)n(C)c1=O,0,290.327,-0.7843999999999991,0
Nc1ccc(Sc2ccc3ccccc3c2Cl)c(Cl)c1,0,320.244,5.880000000000002,0
COc1ccc(-c2csc(C(C#N)=C3CCCCC3)n2)cc1,0,310.422,5.059980000000004,0
O=C(Nc1ccc(Cl)cc1)c1sc2ccccc2c1Cl,0,322.216,5.460400000000003,0
Cc1c(/C=N/c2ccc(C(C)C)cc2)sc2ccccc12,0,293.435,6.083720000000004,0
CSc1scc(-c2cc(Cl)cc(Cl)c2)c1C#N,0,300.235,5.315480000000002,0
CCCCc1cc(CCCC)n2nc(-c3ccccc3)cc2n1,0,307.441,5.081500000000005,0
Cc1csc2sc(C(=O)Oc3ccc(Cl)cc3)c(C)c12,0,322.838,5.452240000000003,0
Cc1c(N2CCCC2)cc2c(c1-n1cccc1)C(C)(C)CC2(C)C,0,322.496,5.344820000000006,0
c1ccc2c(CSc3nc4ccccc4s3)cccc2c1,0,307.443,5.741800000000003,0
CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@]1(CO)SS3,1,326.399,-0.3036999999999995,0
c1ccc2c(CSc3nc4ccccc4o3)cccc2c1,0,291.375,5.273300000000003,0
Brc1ccc(-c2ccc(Br)s2)s1,0,324.062,5.001600000000002,0
O=C(O)c1ccc2nc(O)c(=O)[nH]c2c1,0,206.157,0.3268999999999998,0
CCc1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1,1,302.421,5.419600000000004,0
CC(=O)O[C@H]1[C@@H](OC(C)=O)N(C)C(=O)N1C,0,230.22,-0.238,0
CNc1nc(OCC#N)nc(N2CCCCC2)n1,0,248.29,0.8059799999999999,0
Nc1nnc(CC(=O)N2CCCCC2)o1,0,210.237,0.2067999999999992,0
COC(=O)Cc1cc(=O)n(-c2ccccc2)[nH]1,0,232.239,0.8810999999999998,0
C[C@H]1CCc2c(sc(/N=C/C=C/c3ccccc3)c2C#N)C1,0,306.434,5.160280000000005,0
COC(=O)CCCCC(=O)c1[nH]c(=O)[nH]c1C,0,240.259,0.92752,0
Clc1ccc([C@H]2CC(C3CC3)=NN2c2ccccc2)cc1,0,296.801,5.057400000000004,0
Clc1cccc(Cl)c1CSCc1cc2ccccc2o1,0,323.244,6.173000000000003,0
CC(C)NC(=O)Cn1ccc([N+](=O)[O-])n1,0,212.209,0.3158999999999994,0
CNC(=O)CN(C#N)c1nc(N(C)C)nc(N(C)C)n1,0,278.32,-0.9629199999999988,0
NCCC(=O)N1c2ccccc2Sc2ccccc21,0,270.357,3.1647000000000016,0
CN1C(=O)/C(=C\NCc2ccccc2)C(=O)c2c1n(C)c(=O)n(C)c2=O,0,354.366,-0.0832000000000001,0
NCCc1cc2nc(-c3ccncc3)ccn2n1,0,239.282,1.2924999999999995,0
O=C(CCC(=O)N1CCOCC1)Nc1c(F)c(F)nc(N2CCOCC2)c1F,0,402.373,0.9129999999999998,0
Fc1ccc(C2=NNC3=NCCN3C2)cc1F,0,236.225,0.9437000000000002,0
Cn1c(=O)c2c(ncn2CCCCn2cnc3c2c(=O)n(C)c(=O)n3C)n(C)c1=O,0,414.426,-1.3387999999999969,0
N[C@H](c1ccc(Cl)cc1)c1cccnc1,0,218.687,2.783100000000001,0
O=C(NCCCO)c1cc2ccccc2oc1=O,0,247.25,0.9052,0
C[C@@H](Sc1nc2ncnc(N)c2[nH]1)C(=O)O,0,239.26,0.5003000000000001,0
OC[C@H]1O[C@H](n2cnc3cncnc32)[C@@H](O)[C@@H]1O,1,252.23,-1.5622000000000007,0
NCCCCCc1nc2ccccc2[nH]1,0,203.289,2.2344,0
c1coc(CNc2nc[n+]3c4c2ncn4CC3)c1,0,242.262,0.9375,0
NC[C@H](c1ccco1)N1CCCCCC1,0,208.305,2.1554,0
Cn1c(=O)c2c(nc(NCCN)n2C)n(C)c1=O,0,252.278,-1.6586999999999985,0
CCn1ncc(Br)c1CN,0,204.071,1.1242,0
CN(C)c1nc(SCC(N)=O)nc(N(C)C)n1,0,256.335,-0.4189999999999991,0
NC[C@H](c1cccc(F)c1)N1CCCCC1,0,222.307,2.311400000000001,0
CCC1(C)CC(=O)NC(=O)C1,0,155.197,0.8392999999999999,0
Cc1cccc([C@@H](N)c2nccn2C)c1,0,201.273,1.77662,0
O=C(NC(=O)N1CCOCC1)c1ccc(S(=O)(=O)N2CCOCC2)cc1,0,383.426,-0.1104999999999991,0
CC[C@@H](N)Cn1c(=O)oc2ccccc21,0,206.245,1.3318,0
NC1=NC(=O)[C@@H]2N=C(Br)N([C@H]3O[C@H]4COP(=O)(O)O[C@@H]4[C@@H]3O)[C@H]2N1,0,426.12,-2.2063,0
O=C(O)Cn1cc(Br)c(=O)[nH]c1=O,0,249.02,-0.6162999999999998,0
Cc1cc(C(=O)c2cc3cc(Cl)ccc3o2)ccc1Cl,0,305.16,5.279020000000003,0
Cc1csc2sc(COC(=O)Nc3ccccc3)c(C)c12,0,317.435,5.328340000000003,0
NCCN1C(=O)c2[nH]nc(-c3ccccc3)c2[C@H]1c1ccccc1,0,318.38,2.5806000000000004,0
CSc1ccc(Sc2ccc(SC)cc2)cc1,0,278.467,5.281600000000004,0
FC(F)(F)c1ccc(CSc2c[nH]c3ccccc23)cc1,0,307.34,5.479000000000003,0
CC(C)c1cccc(C(C)C)c1NC(=O)Cc1cccs1,0,301.455,5.176100000000004,0
Cc1cccc(C)c1Nc1nc2c(C)cc(C)c(C)c2s1,0,296.439,5.582000000000003,0
Cc1c(C#N)c(Sc2ccccc2Cl)nc2ccccc12,0,310.809,5.219500000000003,0
Cc1c2occ(C(C)(C)C)c2cc2c3c(c(=O)oc12)CCCC3,0,310.393,5.023920000000004,0
O=C(C[C@H]1NC(=O)NC1=O)Nc1ccccc1,0,233.227,0.2231999999999994,0
CCCCC(=O)N1c2ccccc2[C@H](Nc2ccccc2)C[C@@H]1C,1,322.452,5.155200000000004,0
O=C(O)c1cc2ncc(CCO)cn2n1,0,207.189,-0.0377,0
Cc1cc(-c2ccc3ccccc3n2)nc2ccc3ccccc3c12,0,320.395,5.9116200000000045,0
Cc1ccc(-c2noc([C@H](C)c3ccc(CC(C)C)cc3)n2)cc1,0,320.436,5.395320000000005,0
FC(F)(F)c1ccccc1/N=C1\CCCc2ccccc21,1,289.3,5.162500000000003,0
O=[N+]([O-])c1ncn(Cc2ccccn2)n1,0,205.177,0.6295999999999998,0
COc1ccc(C(=O)NC(CO)(CO)CO)cc1OC,0,285.296,-0.8507,0
CC(C)(C)c1csc(-c2ccc(-c3cccs3)s2)n1,0,305.493,5.897600000000004,0
c1ccc([C@@H]2Oc3ccccc3[C@@H]3Oc4ccccc4C[C@@H]23)cc1,0,314.384,5.112700000000004,0
CC(C)(C)c1ccc(NC(=O)c2ccc(C(C)(C)C)s2)cc1,0,315.482,5.595400000000005,0
Clc1ccc(/N=C/c2ccc(Br)o2)cc1Cl,0,318.985,5.099500000000001,0
Cn1nnc2cc(NC(=O)NCCO)ccc21,0,235.247,0.0820999999999997,0
CC(C)/C=C1\CC/C(=C\c2ccc(C(F)(F)F)cc2)C1=O,0,294.316,5.034100000000003,0
Cc1ccc2nc(-c3ccncc3)cc(-c3ccccc3)c2c1,0,296.373,5.272220000000004,0
Nc1ncnc2c1nc(Br)n2[C@H]1O[C@H]2COP(=O)(O)O[C@@H]2[C@@H]1O,0,408.105,-0.0549000000000002,0
NCCNC1=NS(=O)(=O)c2ccccc21,0,225.273,-0.3161999999999993,0
COc1ccc2c3c(ccc2c1)-c1[nH]c2ccccc2c1CC3,0,299.373,5.095300000000004,0
COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,0,529.025,5.404200000000005,0
O=c1[nH]/c(=C/c2ccco2)c(=O)[nH]/c1=C\c1ccco1,0,270.244,-0.0931999999999999,0
NCCSc1cc(C(F)(F)F)nc2ccccc12,0,272.295,3.304400000000001,0
O=c1/c(=C\c2ccc(F)cc2)sc2n1CCN=2,0,248.282,0.5108999999999998,0
N[C@@H](c1ccccc1)c1cc2ccccc2cn1,0,234.302,3.282900000000001,0
CC(=O)N(C)CP(=O)(O)CN1CCCC1=O,0,248.219,0.2724999999999999,0
Cn1ncc2c(N3CCCC3)ncnc21,0,203.249,0.9635,0
NNc1ccn([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,0,258.234,-2.8596,0
COc1ccc([C@@H](N)c2ccncc2)cc1,0,214.268,2.1383,0
COc1cc2ccc(=O)oc2c(O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)c1O,0,370.31,-1.3141000000000005,0
Cc1nnc(Nc2cccc([C@H]3CCCN(C(=O)CN)C3)n2)s1,0,332.433,1.6498199999999998,0
Cn1c(=O)c2c(nc(SCC(=O)NC(C)(C)C)n2C)n(C)c1=O,0,339.421,-0.0224999999999997,0
NC[C@H]1CC[C@H](C(=O)N2CCC(c3ccncc3)CC2)CC1,0,301.434,2.5527000000000006,0
Cn1c(=O)[nH]c(=O)c2c1ncn2CCNCc1ccco1,0,289.295,-0.1939000000000001,0
CN1CCCN(C[C@@]2(O)CCNC2)CC1,0,213.325,-0.6516999999999986,0
Cn1c(=O)c(=O)n(C)c2cc(S(=O)(=O)CCC(=O)NCc3ccccc3)ccc21,0,415.471,0.7174000000000009,0
N[C@H]1CS[C@@H](CCCCC(=O)O)[C@@H]1N,0,218.322,0.4014,0
Cn1c(=O)c2c(nc(N3CCOCC3)n2CCN)n(C)c1=O,0,308.342,-1.7709999999999968,0
Cc1cc(Nc2cc(C)on2)nc([C@H]2CCN(C(=O)CN)C2)n1,0,316.365,1.0996399999999993,0
Cc1ccc(S(=O)(=O)NCCC(=O)N2CCOCCOCCOCC2)cc1,0,400.497,0.5554200000000014,0
COc1ccc(C2(CN)CCOCC2)cc1,0,221.3,1.7021000000000004,0
O=S(=O)(c1ccc(-n2cnnn2)cc1)N1CCNCC1,0,294.34,-0.7437999999999996,0
CC(C)=CCOc1cc(C)cc2oc(=O)cc(-c3ccccc3)c12,0,320.388,5.113420000000004,0
c1ccc(-c2nn(-c3ccccc3)c3c2cnc2ccccc23)cc1,0,321.383,5.240700000000004,0
Nc1ncnc(NCc2cccnc2)c1[N+](=O)[O-],0,246.23,0.9741000000000002,0
Cn1c(=O)c2c(nc(Sc3nnc(N)s3)n2C)n(C)c1=O,0,325.379,-0.4443999999999999,0
c1ccc(-c2ccnc(-c3cc(-c4ccccc4)ccn3)c2)cc1,0,308.384,5.477600000000004,0
CC1(C)CC(/C=C/c2ccccc2)=Nc2ccccc2N1,0,276.383,5.066700000000004,0
C=C(C)c1c2c(c(Cl)c3ccccc13)C[N+](CC)(CC)C2,0,300.853,5.396500000000005,0
O=C1NC(=O)C(C2(O)C(=O)c3ccccc3C2=O)C(=O)N1,0,288.215,-1.2211,0
C(=N/c1ccc2ccccc2c1)\Nc1ccc2ccccc2c1,1,296.373,5.764900000000004,0
CCOC(=O)C[C@@H](N)c1ccccc1Cl,0,227.691,2.293,0
O=C(Nc1ccccc1)N1c2ccccc2CCc2ccccc21,0,314.388,5.155400000000003,0
CCc1ccc(Nc2c3c(nc4ccccc24)CCC3)cc1,1,288.394,5.029500000000003,0
COC(=O)NCCOc1nc(N(C)C)nc(N(C)C)n1,0,284.32,-0.2615999999999994,0
Cc1ccc(CCSc2ccc(Cl)c(Cl)c2)cn1,0,298.238,5.031620000000003,0
CN(C)c1nc(SCCO)nc(N(C)C)n1,0,243.336,0.0879999999999996,0
O=C1NC(=O)[C@@]2(CC[C@H](C(=O)O)C2)N1,0,198.178,-0.5507000000000002,0
O=[N+]([O-])c1c(NCCO)ccc2nonc12,0,224.176,0.5351999999999999,0
O=C(O)Cn1nnc(-c2ccccc2)n1,0,204.189,0.4247,0
N[C@@H](CC(=O)O)c1cccc([N+](=O)[O-])c1,0,210.189,1.0693,0
CCN1CCN(C(=O)/C=C\C(=O)O)CC1,0,212.249,-0.2086999999999996,0
CN(CC(N)=O)S(=O)(=O)c1ccc(F)cc1,0,246.263,-0.0685,0
CC[C@@H](C)NC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0,293.327,-0.6515999999999988,0
O=C(COc1ccccc1)Nc1nnc[nH]1,0,218.216,0.8221999999999996,0
COC(CNC(=O)C1CCN(S(=O)(=O)c2cccc3nsnc23)CC1)OC,0,414.509,0.8271000000000004,0
COc1cccc([C@@H](N)c2ccccc2)c1,0,213.28,2.7433000000000014,0
O=C(Nc1ccn([C@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1)c1ccccc1,0,347.327,-0.8929,0
NCCNC(=O)c1nc(-c2ccc(Br)o2)no1,0,301.1,0.7806,0
CCC(=O)N1CCC[C@](C)(C(=O)NS(=O)(=O)c2ccc(S(C)(=O)=O)cc2)C1,0,416.521,0.9337000000000002,0
NCc1ccc(S(=O)(=O)N2CCOCC2)cc1,0,256.327,0.1662000000000001,0
CCc1ccc(-c2cc3c(=O)n(CC(=O)NCCN4CCOCC4)nc(C)n3n2)cc1,0,424.505,0.8772200000000008,0
NCCn1nc([C@H]2CCN(C(=O)c3csc4c3CCCC4)C2)c2nccnc21,0,396.52,2.3550000000000004,0
COC(=O)c1ccc(O)c(/C=N/N(CCO)C2=NS(=O)(=O)c3ccccc32)c1,0,403.416,0.9561000000000004,0
COC(=O)c1cc(-c2ccccc2)oc1CN,0,231.251,2.1919,0
Nc1nonc1C(=O)OCC(=O)N1CCOCC1,0,256.218,-1.3325999999999998,0
N[C@H](c1ccc2c(c1)OCCO2)c1ccco1,0,231.251,2.0989,0
Cc1ccc(OCc2ccc(Cl)cc2)c(C(C)(C)C)c1,0,288.818,5.524920000000004,0
CC(C)(C)c1ccc(OC[C@@H](O)CN)cc1,0,223.316,1.6825,0
NNC(=O)CCCC[C@H]1SC[C@H]2NC(=O)N[C@H]21,0,258.347,-0.2979,0
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,0,510.828,5.452500000000005,0
Nn1c(Cn2ccnc2)nnc1Cn1ccnc1,0,244.262,-0.5185000000000004,0
O=C(O)COCC(=O)NCc1ccco1,0,213.189,-0.0030000000000001,0
CC(C)(C)Cc1ccc(OCCCC(=O)O)c(CC(C)(C)C)c1,0,320.473,5.107400000000005,0
NC1(C#Cc2cncc(C(=O)N3CCOCC3)c2)CCCCC1,0,313.401,1.5670999999999995,0
C=CC(=O)N1C[C@H]2CC[C@H](O)[C@H]2C1,0,181.235,0.4017,0
NCCN1CCO[C@@H](CC(=O)Nc2cc(Cl)cc(Cl)c2)C1=O,0,346.214,1.5080999999999998,0
C[C@H]1CN([C@@H](C)CO)C(=O)CCCn2nncc2CO[C@@H]1CN(C)S(=O)(=O)c1ccc(-n2cccn2)cc1,0,545.666,1.309000000000001,0
COc1ccc2c(c1)OC(C)(C)C[C@@H]2N,0,207.273,2.2561,0
C[C@@H](O)/C=C/c1cccc[n+]1C,0,164.228,0.9051,0
COC(=O)c1cn(CC(N)=O)c2ccccc12,0,232.239,0.9131999999999998,0
Cc1ccc(C)c(Cc2cc(Cl)ccc2Cl)c1,0,265.183,5.201040000000003,0
CCOC(=O)CN(C#N)c1nc(C)cc(C)n1,0,234.259,0.94402,0
O=S1(=O)CC[C@H](S(=O)(=O)[C@H]2CCS(=O)(=O)C2)C1,0,302.395,-1.2245999999999986,0
Cc1[nH]c(=S)c(C#N)c(C)c1Cc1ccc(Cl)cc1Cl,0,323.248,5.130310000000002,0
NCC[C@@H](Cc1ccccc1)c1ccc2c(c1)OCO2,0,269.344,3.0904000000000016,0
Cc1nc(CSCc2ccc(Cl)cc2Cl)cs1,0,304.267,5.191720000000002,0
CCCCC(=O)C1CCC(c2ccc(Cl)cc2)CC1,0,278.823,5.373100000000004,0
O=S1(=O)CC[C@H](S(=O)(=O)N2CCOCC2)C1,0,269.344,-1.1644999999999983,0
FC(F)(F)c1ccc(/C=N/c2cc(Cl)cc(Cl)c2)cc1,0,318.125,5.762800000000002,0
O=C(c1cccc2ccccc12)N(C1CCCC1)C1CCCC1,0,307.437,5.167200000000005,0
Fc1cccc(-c2csc(COc3ccccc3Cl)n2)c1,0,319.788,5.181600000000003,0
Cc1ccc(Sc2c(-c3ccccc3)nc3sccn23)cc1,0,322.458,5.522420000000004,0
N#CC1(N[C@@H](Cc2ccccc2)c2ccccc2)CCCCCC1,0,318.464,5.176580000000005,0
Cc1cc(Oc2ccnc3cc(Cl)ccc23)ccc1Cl,0,304.176,5.642320000000002,0
O=C(OCc1ccco1)c1ccc(-c2ccc(Cl)cc2)s1,0,318.781,5.018500000000002,0
NNC(=O)CS(=O)(=O)c1ccc(C(F)(F)F)cn1,0,283.231,-0.1360000000000001,0
CC(C)c1ccc2c(ccc[n+]2C)c1,0,186.278,2.787700000000001,0
C(=N/c1nc2ccccc2[nH]1)\N(c1ccccc1)c1ccccc1,0,312.376,5.061000000000004,0
Cc1cc(SCc2ccc(F)cc2)c(C)cc1Cl,0,280.795,5.388240000000003,0
Fc1cccc(CSCc2c(F)cccc2Cl)c1,0,284.758,5.051600000000003,0
Cc1sc(Nc2ccccc2)nc1-c1ccc(Cl)cc1,0,300.814,5.515520000000003,0
O=C(NCCO)c1ccc(C(=O)NCCO)cc1,0,252.27,-0.8691999999999998,0
CCOC(=O)[C@@H](N)[C@@H](O)c1ccccc1,0,209.245,0.6103999999999998,0
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1Br,0,323.099,-2.0893999999999995,0
CN(C)S(=O)(=O)c1ccc(CN)cc1,0,214.29,0.3956,0
