smiles,antibiotic_activity,mol_weight,clogp,clogp_6.5
C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,0,1202.635,3.269000000000005,0
C/C=C/c1ccc(OC)cc1,0,148.205,2.728300000000001,0
C/C=C/c1ccc2c(c1)OCO2,0,162.188,2.4484000000000004,0
C/C=C1/C[C@@H](C)[C@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,0,351.399,0.1652,0
C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,0,242.322,1.9975,0
C/C=C\C1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,0,389.433,0.7067000000000008,0
C/C=N/N(C)C=O,0,100.121,0.0803,0
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1.O=C(O)/C=C\C(=O)O,1,393.568,5.007200000000004,0
C1CCN2C[C@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1.O=S(=O)(O)O,0,332.466,1.6923000000000004,0
C1CCc2nnnn2CC1,0,138.174,0.3994999999999999,0
C1CNCCN1,0,86.138,-0.8208,0
C1CNCCN1.C[C@]12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O,0,436.574,2.4726,0
C1N2CN3CN1CN(C2)C3,0,140.19,-1.0197999999999992,0
C=C(C)C1CC=C(C)CC1,0,136.238,3.308900000000002,0
C=C(C)C1CC=C(CO)CC1,0,152.237,2.2813,0
C=C(C)C1Cc2c(ccc3c(=O)c4c(oc23)COc2cc(OC)c(OC)cc2-4)O1,0,392.407,4.249200000000004,0
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)[C@@H]12,0,456.711,7.089500000000009,1
C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@@H](CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C12,0,426.729,8.02480000000001,1
C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@@H](CCC4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)C5CC[C@]43C)C12,0,468.766,8.595600000000006,1
C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C12,0,442.728,6.997200000000009,1
C=C(C)[C@H]1CC=C(C(=O)O)CC1,0,166.22,2.3736000000000006,0
C=C(C)[C@H]1COc2cc3oc(=O)ccc3cc2O1,0,244.246,2.508900000000001,0
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,0,394.423,3.703300000000002,0
C=C(C)[C@H]1[C@@H]2C(=O)O[C@H]1[C@H]1OC(=O)[C@@]34O[C@@H]3C[C@]2(O)[C@@]14C,0,292.287,-0.0620000000000004,0
C=C(C)c1cc2cc(C(C)=O)c(O)cc2o1,0,216.236,3.374100000000002,0
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0,303.141,3.6057000000000015,0
C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)/C(=C\C)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O,0,1664.922,0.7739000000000107,0
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,0,348.486,6.103720000000005,0
C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,0,328.452,4.558200000000004,0
C=C1C(=O)O[C@@H]2C3O[C@]3(C)CC/C=C(\C)CC[C@@H]12,0,248.322,2.7620000000000013,0
C=C1C(=O)O[C@@H]2C[C@@]3(C)CCC[C@H](C)C3=C[C@H]12,0,232.323,3.2406000000000024,0
C=C1C(C2(C)C=CC(=O)C(C)(C)C2CC(=O)OC)CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)C3OC132,0,468.546,4.338300000000004,0
C=C1C/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,0,190.33,4.335100000000003,0
C=C1C2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C[C@]13O[C@H]1CC(=O)C(C)(C)[C@H](C(O)C(=O)OC)[C@@]21C,0,486.561,3.533100000000002,0
C=C1C2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C[C@]13O[C@H]1CC(O)C(C)(C)C(CC(=O)OC)[C@@]21C,0,472.578,4.354100000000003,0
C=C1CC/C=C(/C)CC[C@@H]2[C@@H]1CC2(C)C.O,0,222.372,3.900500000000004,0
C=C1CC2C(CC[C@]3(C)C(=O)CCC23)[C@@]2(C)C=CC(=O)C=C12,0,296.41,4.029500000000003,0
C=C1CC2C3C=C(C)C4=CC(=O)CC[C@]4(C)C3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,0,396.527,4.741400000000004,0
C=C1CCC(=O)C(C)CCC2C1CC2(C)C,0,220.356,3.9841000000000033,0
C=C1CCC2C(CC2(C)C)C(=O)CCC1O,0,222.328,2.708900000000001,0
C=C1CCC2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,0,350.455,1.9626,0
C=C1CC[C@H](O)C/C1=C/C=C1\CCCC2(C)C1CCC2C(C)CCCC(C)C,0,384.648,7.619000000000008,1
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)C([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,0,396.659,7.641000000000008,1
C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,0,346.379,1.0271,0
C=C1[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@H](O)[C@H]1CO.O,0,295.299,-1.6525000000000003,0
C=C1[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C[C@]13O[C@H]1C[C@H](O)C(C)(C)[C@H](CC(=O)OC)[C@]12C,0,472.578,4.354100000000003,0
C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl,1,478.885,-0.0160999999999992,0
C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,0,222.372,4.396300000000004,0
C=CC(C1=CC(=O)C(OC)=CC1=O)c1ccc(O)cc1,0,270.284,2.2703,0
C=CC(C1=CC(=O)C(OC)=CC1=O)c1ccc(OC)cc1,0,284.311,2.5733000000000006,0
C=CC(C1=CC(=O)C(OC)=CC1=O)c1ccccc1,0,254.285,2.564700000000001,0
C=CC(C1=CC(=O)C=CC1=O)c1ccccc1,0,224.259,2.590600000000001,0
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)/C(=N/OCC(=O)O)c3csc(N)n3)C2SC1,0,453.458,-0.5447999999999991,0
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,1,395.422,-0.1717999999999988,0
C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,0,584.673,4.531240000000002,0
C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,0,562.67,7.504040000000007,1
C=CCC1(C(C)CCC)C(=O)N=C([S-])NC1=O.[Na+],0,276.337,-1.4515999999999971,0
C=CCCCCCCCCC(=O)O,0,184.279,3.377800000000001,0
C=CCCCCCCCCC(=O)[O-].C=CCCCCCCCCC(=O)[O-].[Zn+2],0,431.932,4.083700000000003,0
C=CCCCCCCCCCCCC(O)CC(O)CO,0,286.456,3.5677000000000016,0
C=CCCCCCCCCCCCc1ccco1,0,248.41,5.909100000000006,0
C=CCN1CCC23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl,0,363.841,1.7231999999999998,0
C=CCN=C=S,0,99.158,1.2752,0
C=CCNC(N)=S,0,116.189,0.0056000000000002,0
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl.O=S(=O)(O)O,0,395.264,3.4810000000000016,0
C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0,383.904,0.9365,0
C=CCSCC=C,0,114.213,2.0916,0
C=CCSC[C@@H](N)C(=O)O,0,161.226,0.3174999999999999,0
C=CCSSCC=C,0,146.28,2.7398000000000016,0
C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/C3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,0,804.031,4.639000000000004,0
C=CC[C@]1(O)CCC2C3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,0,310.437,4.275600000000004,0
C=CC[C@]1(O)CCC2[C@@H]3CCC4=CCCC[C@@H]4C3CC[C@@]21C,0,300.486,5.2564000000000055,0
C=CC[N+]1([C@H]2CC3C4CCC5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)C4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1.[Br-],0,609.69,1.4115000000000038,0
C=CCc1cc(OC)c2c(c1OC)OCO2,0,222.24,2.161,0
C=CCc1ccc(O)c(OC)c1,0,164.204,2.1293,0
C=CCc1ccc(OC)cc1,0,148.205,2.4237,0
C=CCc1ccc2c(c1)OCO2,0,162.188,2.1438,0
C=CCc1ccccc1OCC(O)CNC(C)C.Cl,0,285.815,2.5746000000000007,0
C=C[C@@](C)(O)CCC1C(=C)C[C@H](OC(C)=O)C2C(C)(C)CCCC12C,0,348.527,5.044000000000005,0
C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](O)[C@@H](O)C1C(C)(C)CC[C@H](O)[C@@]12C,0,368.47,0.9490999999999988,0
C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](O)C1C(C)(C)CC[C@H](O)[C@@]12C,0,410.507,1.5198999999999987,0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0,520.579,-0.3198999999999996,0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](OC(=O)OCC)c1ccnc2ccc(OC)cc12,0,396.487,4.3540000000000045,0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0,324.424,3.1732000000000014,0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccc(OC)cc12.Cl,0,360.885,3.595000000000003,0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccccc12,0,294.398,3.164600000000002,0
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12,0,294.398,3.164600000000002,0
C=C[C@](C)(O)CCC=C(C)C,0,154.253,2.6698000000000013,0
C=C[C@](C)(O)CC[C@H]1[C@@](C)(O)CC[C@H]2C(C)(C)CCC[C@@]21C,0,308.506,4.697200000000005,0
CC#CCN1C(N2CCC[C@@H](N)C2)=NC2C1C(=O)N(Cc1nc(C)c3ccccc3n1)C(=O)N2C,0,474.569,1.1449200000000028,0
CC#C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,0,429.604,5.406500000000006,0
CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,0,319.407,2.918700000000001,0
CC(=O)/N=c1\sc(S(N)(=O)=O)nn1C,0,236.278,-1.4237999999999995,0
CC(=O)C1C(=O)C=C(C)OC1=O,0,168.148,0.2213,0
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,0,308.333,3.609600000000003,0
CC(=O)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,0,330.556,7.501300000000008,1
CC(=O)CC1CCCCN1.Cl,0,177.675,1.5294,0
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0,278.312,0.193,0
CC(=O)CCc1ccc(OC(C)=O)cc1,0,206.241,2.1335,0
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,0,791.115,-0.9884,0
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O,0,656.8,0.4261000000000068,0
CC(=O)N1CCN(c2ccc(OCC3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0,531.44,4.205800000000003,0
CC(=O)NC1CCSC1=O,0,159.21,0.1546000000000001,0
CC(=O)NCC(=O)O.CC(=O)NCC(=O)O.N=C(N)c1ccc(/N=N/Nc2ccc(C(=N)N)cc2)cc1,0,515.531,0.7797400000000032,0
CC(=O)NCCCCCC(=O)O,0,173.212,0.7674999999999998,0
CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],0,400.488,-2.265199999999996,0
CC(=O)NCCc1ccc(O)c(-c2c(O)c(O)c3c(c2O)C(=O)c2c(cc(O)c(C(=O)O)c2C(=O)O)C3=O)c1,0,537.433,1.732000000000001,0
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,0,337.351,1.1235999999999997,0
CC(=O)NO,0,75.067,-0.4882999999999999,0
CC(=O)NS(=O)(=O)c1ccc(N)cc1,0,214.246,0.0935999999999998,0
CC(=O)NS(=O)(=O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1,0,362.363,1.4619000000000002,0
CC(=O)N[C@@H](CC(C)C)C(=O)O,0,173.212,0.6218000000000001,0
CC(=O)N[C@@H](CCC(N)=O)C(=O)O,0,188.183,-1.1587999999999987,0
CC(=O)N[C@@H](CS)C(=O)O,0,163.198,-0.4945,0
CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,0,207.229,0.8183999999999998,0
CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,0,332.313,-3.5758299999999976,0
CC(=O)N[C@@H]1[C@@H](O)C[C@@](O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,0,309.271,-3.871799999999999,0
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,0,613.915,3.1154,0
CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,0,556.863,3.157000000000001,0
CC(=O)Nc1cc([As](=O)(O)O)ccc1O,0,275.092,-1.0884000000000005,0
CC(=O)Nc1ccc(C(=O)O)cc1,0,179.175,1.3432,0
CC(=O)Nc1ccc(CC(=O)O)cc1,0,193.202,1.2721,0
CC(=O)Nc1ccc(O)cc1,0,151.165,1.3505999999999998,0
CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,0,271.272,2.5698000000000008,0
CC(=O)Nc1ccc(OC(C)=O)cc1,0,193.202,1.5702999999999998,0
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,0,335.341,2.354,0
CC(=O)Nc1ccc(S(=O)(=O)Nc2onc(C)c2C)cc1,0,309.347,2.05064,0
CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,0,332.381,2.4362000000000004,0
CC(=O)Nc1cccc(O)c1,0,151.165,1.3505999999999998,0
CC(=O)Nc1ccccc1,0,135.166,1.6449999999999998,0
CC(=O)Nc1ncc([N+](=O)[O-])s1,0,187.18,1.0096999999999998,0
CC(=O)Nc1nnc(S(N)(=O)=O)s1,0,222.251,-0.8561000000000003,0
CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,0,530.665,6.421920000000007,0
CC(=O)O.Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,0,578.614,6.473140000000009,0
CC(=O)O.N=C(N)N/N=C\c1c(Cl)cccc1Cl,0,291.138,1.90127,0
CC(=O)OC(C)C[N+](C)(C)C.[Cl-],0,195.69,-2.3517999999999963,0
CC(=O)OC(CC(=O)O)[N+](C)(C)C.[Cl-],0,225.672,-2.939499999999996,0
CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,0,328.496,6.081100000000006,0
CC(=O)OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,0,673.123,15.32769999999996,1
CC(=O)OC1CC2CCC1(C)C2(C)C,0,196.29,2.7643000000000013,0
CC(=O)OC1CCC2(C)C(=CC=C3C2CCC2(C)C3CCC2C(C)/C=C/C(C)C(C)C)C1(C)C,0,466.75,8.537700000000006,1
CC(=O)OC1CCC2(C)C3CC(=O)C4(C)C(CC5OC6(CCC(C)CO6)[C@@H](C)C54)C3CC[C@H]2C1,0,472.666,5.543600000000006,0
CC(=O)OC1CC[C@@]2(C)C(CCC3C2CC[C@]2(C)C(C4=CC(=O)OC4)C(OC(C)=O)CC32O)C1,0,474.594,3.716700000000003,0
CC(=O)OC1CC[C@@]2(C)C(CC[C@]3(C)C2C2OC2[C@]24OC(=O)[C@@]5(CCC(C)C(C)C52)CC[C@]43C)C1(C)C,0,512.731,6.322200000000008,0
CC(=O)OC1CC[C@@]2(C)C(CC[C@]3(C)C2CC[C@]24OC(=O)[C@@]5(CCC(C)C(C)C52)CC[C@]43C)C1(C)C,0,498.748,7.33500000000001,1
CC(=O)OC1O[C@@H](c2ccoc2)[C@]2(C)CCC3[C@]4(C)C(C[C@H](OC(C)=O)C[C@@H]4OC(C)=O)C[C@H](OC(C)=O)[C@@]3(C)C23OC13,0,602.677,4.415400000000004,0
CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1.Cl,0,384.904,2.542500000000001,0
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3[C@@H](O)C[C@@]21C,0,402.487,2.1284,0
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@@]21C,0,455.378,3.7363000000000026,0
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,420.477,2.2205000000000004,0
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3C(=O)C[C@@]21C,0,402.487,2.560600000000001,0
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@@]21C,0,404.503,2.3524000000000003,0
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,422.493,2.444500000000001,0
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CC[C@@H]4C[C@H](O)CC[C@]4(C)C3C(=O)C[C@@]21C,0,406.519,2.4323,0
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,434.504,2.466500000000001,0
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,434.504,2.466500000000001,0
CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,478.513,1.7620999999999991,0
CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,494.531,2.9853000000000014,0
