smiles,reagent1,reagent2,reagent3,reagent4,reaction,clogp,mol_weight,chemprop_score,chemprop_rdkit_score,random_forest_score,clogp_6.5
CC1(C#CC(=O)N(CCO)CCCNC(=O)C2=CC=CC=C2C2CC2(F)F)CCCO1,11313840,13204886,25886919.0,,275592,2.3225000000000007,434.483,0.000968365,0.00475964,0.025069048,0
"CCOCCCC(=O)NCC1(NC(=O)[C@H]2CCCC[C@H]2C2=NN=CN2C)CCOCC1 |&1:14,19|",8018346,26976396,238839.0,,275592,1.687200000000001,435.569,0.000309348,0.001789743,0.01225,0
"C[C@@H]1CC[C@@H](NC(=O)CN2CCCCC2=O)CN1C(=O)C(N1C=CN=N1)C(C)(C)C |&1:1,4|",22237234,26705855,435797.0,,275592,1.3735000000000004,418.542,0.001773297,0.009189856,0.01275,0
"O=C(C1=CNN=C1)N1C[C@H]2CCN(C(=O)C3=CC=C([N+](=O)[O-])C=C3)[C@H]2C1 |&1:9,24|",22222876,53952,708.0,,275592,1.3046,355.354,0.001947742,0.001353998,0.029,0
"CC1=NC=CC=C1CC(=O)N1C[C@@H]2C[C@H]1C[C@H](NC(=O)C(C(F)(F)F)C(F)(F)F)C2 |&1:12,14,16|",26616428,18762241,78811.0,,275592,3.169020000000001,437.384,0.000636341,0.002450946,0.084733333,0
CC1CN(C(=O)C=CC2=CNC=N2)CCC1CNC(=O)C1=C(C(F)F)N=C(C2CC2)O1,11324382,16739529,24206356.0,,275592,3.140500000000002,433.459,0.034909599,0.01324627,0.032,0
CCC(C(=O)NCC1(NC(=O)[C@@H]2C[C@@H](O)CN2C(C)=O)CC1)N1C=CC=N1,3593128,26034755,2241923.0,,275592,-0.4190999999999989,377.445,0.001445995,0.000912468,0.006,0
C=CC(C)(C)CC(=O)NC1(C2CCCN2C(=O)CCC2=C(C(=O)OC)N=CO2)CC1,22386989,2999367,3745982.0,,275592,2.6359000000000004,417.506,0.000986599,0.016522077,0.027583333,0
CC1=CC=C2C(C(=O)NCCCCCN(C)C(=O)C3=CN=NN3C(C)C)=CNC2=C1,18767114,3578933,2017092.0,,275592,3.3210200000000016,410.522,0.003023976,0.00443117,0.037,0
CC(O)CN(CCNC(=O)CC1=CC=C2SC=CC2=C1)C(=O)[C@@H]1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]21,15486154,3730954,3729522.0,,275592,3.0615000000000023,426.582,0.008464728,0.010503677,0.025392857,0
CCN1C=C(CC(=O)N2CC(CNC(=O)CCC(C)C)C3(CCC3)C2)N=N1,22128897,24635717,15437.0,,275592,2.0215999999999985,375.517,0.001663813,0.001147101,0.02625,0
CN1CCC(=CC(=O)NCCN(C)C(=O)C2=CC=CN2C2CC2)CC1,2133513,1030025,12500033.0,,275592,1.6632,344.459,0.003003565,0.001042761,0.0159,0
O=C(CC1=CN=CC=C1O)N[C@H]1C[C@@H]2CC[C@H](C1)N2C(=O)C1=C(N2C=NN=N2)SC=C1,7181412,3653209,26365176.0,,275592,1.3188999999999995,439.501,0.000807243,0.001739723,0.043666667,0
CC[C@H](O)[C@@H](C)C(=O)N(C)CCC1CCCCN1C(=O)C1=C(Cl)C(Cl)=NS1,2809842,2999928,3084142.0,,275592,3.700100000000004,436.405,0.001666657,0.004878864,0.04235,0
"O=C(NC[C@@H]1CCCCN1C(=O)C1=CC=CC(N2C=CN=C2)=C1)[C@@H]1[C@@H](C2CC2)C1(F)F |&1:23,24|",2797764,26386525,2799098.0,,275592,3.274500000000001,428.483,0.013411847,0.00847035,0.03075,0
CC(CF)C(=O)N[C@H]1CCCCN(C(=O)C2=CC=C3C(=O)N(C)C(=O)C3=C2)C1,8835344,3480102,16250.0,,275592,1.6289000000000002,389.427,0.001380119,0.000727756,0.00725,0
CCCC1CN(C(=O)C(N2CCCC2=O)C(C)(C)C)CCN1C(=O)C(C)=CC1CC1,8029860,23028091,4741835.0,,275592,3.2193000000000014,417.594,0.011332453,0.005676269,0.014458333,0
"COC1=CC=C(Cl)C(C(=O)N2CC[C@H](CNC(=O)C3(F)CC=CC3)C[C@H]2C)=N1 |&1:13,25|",26275140,2804547,26393938.0,,275592,3.158800000000002,409.889,0.021989907,0.01286728,0.0394,0
"O=C1C[C@@H]2CCC[C@]2(C(=O)N2CCN(C(=O)CC3=CNN=C3)C(C3=CNN=C3)C2)C1 |&1:3,7|",24560654,24281105,26024534.0,,275592,1.2368,410.478,0.001528881,0.001398703,0.0242,0
"CCC1=NC(C)=C(C(=O)N[C@@H]2CC[C@H]2NC(=O)C2=C(C)C3=CC=C(C)C=C3N2)C(C)=N1 |&1:10,13|",24050019,5146610,3618335.0,,275592,3.444780000000001,419.529,0.004600105,0.002769928,0.01925,0
"O=C(C1=CC([N+](=O)[O-])=CC(I)=C1)N1CC[C@H]2OCCN[C@H]2C1 |&1:15,20|",26043011,3916651,,,240690,1.4023,417.203,0.001967104,0.000618767,0.036133333,0
CCCC(C)N(C)CCC(=O)NC(C)C1(O)CCN(C(=O)C2=CCOCC2)CC1,26048451,19663652,9212373.0,,275592,1.701800000000001,409.571,0.000994447,0.000791867,0.015,0
CC1=C(C(=O)N2CCN(C(=O)CN3C=NC4=C(C(C)=C(C)S4)C3=O)[C@H](C)C2)OC=N1,2243353,16058,2792404.0,,275592,1.7443599999999997,429.502,0.001813367,0.002960359,0.015,0
CC(C)C1=CC=C(C(CNC(=O)CC2=CCCC2)NC(=O)CCC(=O)N(C)C)C=C1,2222561,2000439,79583.0,,275592,3.452300000000002,413.562,0.005081929,0.006632329,0.0295,0
CC1=CC=C(CC(=O)NCC2(O)CCCN(C(=O)C3CCC(=O)NC3)CC2)C(C)=C1,4866171,417677,248996.0,,275592,1.231940000000001,415.534,0.000471594,0.003091523,0.01325,0
"CCCC(CC)CC(=O)NCC1CN(C(=O)[C@@H]2CC[C@H](C(=O)N3CCCC3)O2)C1 |&1:16,19|",8186142,18077966,2987208.0,,275592,1.9474,407.555,0.008052651,0.010330185,0.0185,0
CC(C)C1=CC=CC(C(=O)NC2(C)CN(C(=O)COC3=CC=C(F)C=C3)C2)=N1,24829919,3657077,14514.0,,275592,2.753800000000001,385.439,0.064272312,0.009720089,0.0065,0
O=C(CC1=CC=NNC1=O)N1CCCC2(CCN(C(=O)C3=NN4C=CC=NC4=C3)C2)C1,3694848,2790973,3745479.0,,275592,0.51,421.461,0.012107981,0.005370309,0.043792857,0
CC1=C(N)C(C(=O)NC2(C)CN(C(=O)C3CCC4=C(C3)N=C(O)N4)C2)=CS1,10146669,13621542,26045580.0,,275592,1.2032199999999995,389.481,0.00110764,0.000817396,0.0115,0
C[C@@H](C(=O)N1C2CCC1(CNC(=O)C1=CC(C(C)(C)C)=NO1)CC2)C1=CC=CC=C1,5217812,3009641,2242455.0,,275592,4.029200000000003,409.53,0.004842274,0.002486162,0.020742857,0
C#CCSCC(=O)N1CC(N(C)C(=O)C2=NC=CC=C2O)C(C)(C)C1,27065763,2013659,51340.0,,275592,1.4625999999999997,361.467,0.022857941,0.006156237,0.044,0
C=C(C)CCCC(=O)NCCCCN(C)C(=O)C1=C(N)SN=C1C(C)(C)C,8844540,2997193,24661822.0,,275592,3.737600000000002,394.585,0.002595456,0.007674212,0.018,0
"C=CCCOC(C)C(=O)NC[C@@]1(F)CC[C@H](CNC(=O)CC2=CC=C(C)C=C2C)C1 |&1:11,15|",26393463,417677,2020404.0,,275592,3.567940000000002,418.553,0.005104867,0.013644322,0.073633333,0
CN1CCC(N2CC(C(=O)NC3(CNC(=O)C4=CC(C(N)=O)=CC=C4F)CC3)C2)CC1,3593128,13395298,9760953.0,,275592,0.3292000000000024,431.512,0.001522702,0.005183306,0.033425,0
CC(CNC(=O)CCCCN1CCCC1)CN(C)C(=O)C1=NN(C(C)C)C=C1,2786160,2027478,2807456.0,,275592,2.5544,391.56,0.020124319,0.003007242,0.011,0
"O=C(CCC1=NN=C(C2CC2)O1)NC[C@@H]1C[C@H]2CN(C(=O)COC3CC=CC3)C[C@@H]12 |&1:14,16,29|",26384584,26399947,23910773.0,,275592,1.8255,414.506,0.00185027,0.000568698,0.031933333,0
CC(C)(CS(C)(=O)=O)C(=O)NCC1C2CN(C(=O)CS(=O)(=O)C3CC3)CC12,10914000,3731508,9311377.0,,275592,-0.5449999999999964,420.553,0.000584857,0.00154951,0.029284524,0
"CC1=CC=C2N=C(C)C=C(C(=O)NC[C@@H]3C[C@@H](O)[C@H](NC(=O)C4=NC=CC=N4)C3)C2=C1 |&1:14,16,18|",26285992,9999,2791951.0,,275592,1.94094,419.485,0.014734757,0.037017603,0.001,0
C=CC(CCC)CC(=O)N1CCC(CCOC)(NC(=O)CCC(=C)Br)C1,22478957,3613807,11429329.0,,275592,3.791400000000002,429.399,0.005143902,0.001779782,0.048130952,0
CC(CN(C)C(=O)C1=NN(C)C(O)=C1)NC(=O)CCOC1=CC=CC=C1C(C)C,11419217,2804385,8243494.0,,275592,2.2948999999999997,402.495,0.022678886,0.025756823,0.009,0
CC1=CN=C(C(=O)NC2CC3(C2)CN(C(=O)C(F)(F)C2(O)CCC2)C3)C(C)=C1,11989103,4916037,24591503.0,,275592,1.96954,393.434,0.009824818,0.002894049,0.064916667,0
O=C(NCC1(NC(=O)C2=C3CSCCN3N=N2)CC1)C1=C(F)C(F)=CC=C1,3593128,53289,22376433.0,,275592,1.4954999999999996,393.419,0.001759164,0.00222334,0.0105,0
COC(C)(C(=O)N1CCCCC12CN(C(=O)C1=CSC3=NC=CN13)C2)C1=CC=CC=C1,7925027,2215488,24847327.0,,275592,3.1647000000000016,438.553,0.016682635,0.036619136,0.025666667,0
CC(C)(C)SCC(=O)NC1CC(CNC(=O)C2=CC=NC(CO)=C2)C1(C)C,25966695,14330,24553580.0,,275592,2.3663,393.553,0.004742273,0.0326023,0.016041667,0
CC(=O)NC1=CC=CC(C(=O)NCCNC(=O)C2(C3=CC(C)=CC=C3)CCC2)=C1C,56032,3753441,46842.0,,275592,3.2297400000000014,407.514,0.002493744,0.017118965,0.008,0
CCOCC(NC(=O)NCCSCC1=CC=C(Cl)N=C1)C(C)C,3610342,2061424,,,2708,3.328500000000002,359.923,0.003768005,0.003984478,0.042,0
CN(CCCOCCN(C)C(=O)C1CCCCNC1=O)C(=O)C1=NN2C=CC=NC2=C1,27277737,26358398,2790973.0,,275592,0.5827000000000009,430.509,0.008107712,0.002066121,0.017416667,0
"C=CCC(CC(C)C)C(=O)N1C[C@H]2COCC[C@@]2(NC(=O)CC2=CC=C(O)C(F)=C2)C1 |&1:12,17|",26698744,3729641,52114.0,,275592,3.0459000000000005,432.536,0.002288494,0.000854949,0.056408333,0
COC(=O)C1=CC(C(=O)NCC2(CNC(=O)CCC3=NC=CN3)CCC2)=C(F)C=N1,2113512,3100706,26302404.0,,275592,1.3794999999999995,417.441,0.003755798,0.035947627,0.017,0
CC(C)(C(N)=O)C(=O)N1CCC(C)(C)C(CNC(=O)C2=C3OCCN3N=C2)C1,24841005,17427499,3010878.0,,275592,0.3915000000000011,391.472,0.000962079,0.002380425,0.0198,0
C=C(C)CCCC(=O)NC[C@@H](CO)NC(=O)C1=CC=C(NC2CC2)C([N+](=O)[O-])=C1,24553209,2997193,14543.0,,275592,2.122399999999999,404.467,0.051889888,0.009561986,0.022,0
"CC(C)C(SCC1=CC=CC=C1)C(=O)N1CC[C@@H]2CN(C(=O)C=CCO)CC[C@@H]21 |&1:17,28|",22248213,23716624,2166514.0,,275592,2.942300000000001,416.587,0.006655775,0.073556981,0.03785119,0
"CCSCCC(=O)N[C@H]1C[C@H]2CC[C@@H]([C@@H]1F)N2C(=O)C(CC)CC1CCCCC1 |&1:8,10,13,14|",26745262,214455,2809038.0,,275592,4.712400000000004,426.642,0.00711371,0.016525125,0.092514286,0
CC1(CNC(=O)[C@H]2C[C@@H](O)C2)CCC(NC(=O)CC2=NOC(C3=CC=CO3)=C2)C1,27230766,3050572,3627054.0,,275592,2.0391999999999992,401.463,0.000716021,0.004051704,0.011714286,0
CCC(CNC(=O)COCC1CCCOC1)NC(=O)C1=C(N)C=C(OC)C(OC)=C1,2784392,26392584,2364.0,,275592,1.3538000000000014,423.51,0.003109796,0.000990361,0.012125,0
C[C@H](F)CC(=O)N1[C@H]2CC[C@@H]1C[C@@H](NC(=O)C1=NN(C)C(C(F)(F)F)=C1Cl)C2,8455132,22499388,3575202.0,,275592,3.092200000000001,424.826,0.00268858,0.004995104,0.035666667,0
CCC(C)(OC)C(=O)N1C2CCC1CN(C(=O)C1=C(OC)N(C)N=C1)C2,2015099,3479339,3768769.0,,275592,1.0592000000000004,364.446,0.006087011,0.004421025,0.009,0
CN1C=C(CC(O)C(=O)N2CC(NC(=O)C3=CC=NN3C(F)F)CC23CCC3)C=N1,26272910,9560727,2999207.0,,275592,0.8686999999999994,422.436,0.007377103,0.006563439,0.030166667,0
CC1=CN(CCC(=O)N2CCOC3(CCN(C(=O)CC4=C(F)C=CC=C4F)C3)C2)N=C1,10516920,2016569,53307.0,,275592,1.9324199999999996,432.471,0.005399069,0.005117075,0.019011905,0
C#CC1=CC=C(C(=O)N2CCN(C(=O)C=CC3=NN=C(C(C)C)O3)CC2C(C)C)C=C1C,8029862,12486307,24076910.0,,275592,3.5051200000000025,434.54,0.005395246,0.019238464,0.031130952,0
"CCCC1CN(C(=O)C2=CC=NN2CC(F)(F)F)CCN1C(=O)[C@@H]1CC[C@@H](O)C1 |&1:23,26|",8029860,22243640,3015665.0,,275592,2.0595,416.444,0.001999251,0.009452684,0.04205,0
"CCCC(C)CC(=O)N1C[C@@H](NC(=O)CN2CC3CC3C2)[C@H](C2=CC(F)=CC=C2)C1 |&1:10,21|",22132552,2071439,26297722.0,,275592,3.0143000000000013,415.553,0.038183669,0.020540788,0.0338,0
CC1=NN=C(CCC(=O)N2CCC([C@@H](C)NC(=O)COCC3=CC=NN3C)CC2)N1C,11972598,3041076,26044680.0,,275592,0.7497200000000015,431.541,0.003821776,0.005913331,0.031321429,0
CCC1=C(C(=O)N[C@H]2CC[C@@H](NC(=O)C3(C4=CC=CC=C4Cl)CCC3)CC2)N=CO1,2796118,2800531,8831135.0,,275592,4.169500000000003,429.948,0.005748827,0.010246708,0.013,0
CC(=O)C1=CC(C(=O)NC[C@@H](C)N(C)C(=O)CCN2CCN(C)CC2)=NO1,3547076,2794918,2804441.0,,275592,0.0914000000000023,379.461,0.004240029,0.001202379,0.0155,0
NC(=O)C1=CC(C(=O)N2CCCC23CCN(C(=O)C2=CC=CN=C2N)C3)=CN1,27271639,1022604,1581.0,,275592,0.6116999999999995,382.424,0.005406564,0.00274394,0.020433333,0
C[C@H](NC(=O)CN1C=C(Cl)C=N1)[C@@H](CO)NC(=O)C1=CC=C(C2=NNC(=O)O2)C=C1,11331035,3568523,26046818.0,,275592,0.1753999999999996,434.84,0.013404595,0.004304854,0.021,0
CC1=CC(S(=O)(=O)NC2CCN(C3CCOCC3)C2)=CN=C1C(F)(F)F,17594972,24846822,,,40,1.94042,393.431,0.001950414,0.001375255,0.047266667,0
CCC(C#N)C(=O)N1CCC(C(C)(O)CNC(=O)C2=CN(C3CCOCC3)N=C2)CC1,9310721,6007235,7902047.0,,275592,1.5037799999999992,431.537,0.00060338,0.000779232,0.00895,0
CCC1=CC=C(F)C=C1C(=O)NC[C@@H](C)NC(=O)[C@H]1CC=CCC1,3062762,3099545,3638628.0,,275592,2.978900000000001,332.419,0.003155441,0.00670605,0.013666667,0
CC1=CC(OC(C)C(=O)N[C@H]2CCN(C(=O)C3=CN(CCC(C)C)N=N3)[C@@H]2C)=CC=C1,24222994,10528,3566696.0,,275592,2.8193200000000003,427.549,0.012787432,0.006448787,0.022,0
"C/C=C/CC(C)C(=O)N[C@H]1CCOC[C@H]1NC(=O)C1=CC=C(C(C)=O)N=N1 |&1:9,14|",22127239,24060619,26700453.0,,275592,1.285,374.441,0.009139263,0.000855921,0.01,0
CCC1=NC(OC)=CC=C1NC(=O)C1=CC=CC=C1NCCC1=CCCCC1,20953312,8133,,,22,5.2073000000000045,379.504,0.003898183,0.135773318,0.024,0
CC(=O)NCC(=O)NCC(=O)NCCOCCNC(=O)C1=NOC2=NC=CC=C12,9062739,16639951,231879.0,,275592,-1.6622999999999963,406.399,0.000554796,0.000695046,0.034666667,0
CC1(C)CCCC1C(=O)N1CCCCC1CCCNC(=O)C1=CC=CN1,12500864,3478798,36976.0,,275592,3.7321000000000017,359.514,0.002506927,0.003830654,0.014,0
CCC1=NN=C(C(C)OC(=O)C2=CC=C3C(=C2)N(C)C(=O)N3C)O1,4265617,2785128,,,1458,1.7404,330.344,0.002493215,0.001753828,0.009,0
CCCN1C=CC=C1C(=O)N(C)C1CCCCN(C(=O)C(C)C2=CC=CC(C)=C2)C1,5204894,528662,3567724.0,,275592,4.463320000000004,409.574,0.004289191,0.014705645,0.02965,0
C#CCCC(=O)NC(CC=C)CNC(=O)CC(CC)C1=CC=C(OC)C=C1,11850711,52452,8518268.0,,275592,3.1694000000000013,370.493,0.066138621,0.011561572,0.054994048,0
CSC1=CC=C(C)C(C(=O)NCCN(C(=O)C2=NN=C(S)N2C)C(C)C)=C1,7430351,3731258,47098.0,,275592,2.41472,407.565,0.005814478,0.000254803,0.039666667,0
C=CC1=CC=C(C(=O)NC23COC(CNC(=O)C4=CC=C5SN=CC5=C4)(C2)C3)C=C1,26056879,69294,3666638.0,,275592,3.4007000000000023,419.506,0.000913008,0.003941613,0.012,0
CCC(COC)C(=O)NCCC1=CC=C(CNC(=O)COC2=C(F)C(F)=CC=C2)C=C1,2078747,7692513,3478788.0,,275592,2.9913000000000007,434.483,0.008547594,0.017120844,0.027033333,0
O=C(NCCC1CCN(C(=O)C(O)C2CCC2)CC1)[C@H](O)C1=CC=C2C=CC=CC2=C1,2795755,7609216,3480498.0,,275592,2.779100000000001,424.541,0.126538733,0.02543845,0.020018398,0
CC(CCN(C)C(=O)C(C)CC(N)=O)NC(=O)CCN1C=C(Br)C=N1,15989078,2015284,3274684.0,,275592,0.9004000000000008,416.32,0.005172023,0.004028095,0.012333333,0
CCC1(NC(=O)C2=NOC(C3=CC=CO3)=C2)CCCN(C(=O)C=C2CN3CCC2CC3)C1,7925862,11427584,41936.0,,275592,3.087600000000002,438.528,0.002725483,0.003299747,0.023,0
CCC1CN(C(=O)CC2=CC=NN2C)CCN1C(=O)C1=CC(OCCCOC)=CC=C1,4215659,11166045,3576184.0,,275592,2.1411,428.533,0.008177785,0.01828769,0.0125,0
CC1=NOC(C(=O)NC2COC3(CCN(C(=O)[C@@]4(F)C[C@@H]4C4=CC=CC=C4)CC3)C2)=C1,26394841,33383,24308946.0,,275592,2.758720000000001,427.476,0.001997209,0.002387635,0.058916667,0
CC(=O)NC1=CC=CC(C(=O)NCC(C2CC2)N(C)C(=O)C2=C3N=C(O)NC3=NC=C2)=C1,11323604,15270890,3994.0,,275592,1.9024999999999996,436.472,0.001047469,0.003379935,0.0125,0
O=C(CC1=COC(C(F)F)=N1)NC1CCCN(C(=O)C2(C3CCC3)CC2(F)F)CC1,7752836,22406666,26246140.0,,275592,3.4775000000000027,431.43,0.003297697,0.002084296,0.032,0
"CCC1=CNC=C1C(=O)N1CC[C@@H](NC(=O)CCCC2=CC=C(CC(C)C)C=C2)[C@H](O)C1 |&1:12,29|",22138152,8860261,16523075.0,,275592,3.490100000000002,439.6,0.056339529,0.164832784,0.016766667,0
"CC1=C(C)NC(=O)C(C(=O)N[C@@H]2CCC[C@H]2NC(=O)/C(Cl)=C/Cl)=N1 |&1:11,15|",22127482,3041223,24665042.0,,275592,1.4728399999999997,373.24,0.00801876,0.00441503,0.013166667,0
CC1=NC=C(C=CC(=O)N(C)CCNC(=O)C2=CN3N=CC=CC3=C2)C(=O)N1,2133513,26275384,3743810.0,,275592,0.6276199999999995,380.408,0.002725238,0.005421559,0.034666667,0
CN1N=CC=C1CCC(=O)N1CC=CC(NC(=O)C2=CC(OCC(N)=O)=CC=C2)C1,11456686,98541,3007691.0,,275592,0.4138000000000014,411.462,0.004841843,0.0052121549999999,0.006333333,0
"CCC(NC(C)=O)C(=O)N1CCN(C(=O)C2=C(SC)CCCC2)[C@H]2CCC[C@H]21 |&1:23,27|",26459940,68703,3751396.0,,275592,2.6841,407.58,0.001000903,0.002648146,0.0335,0
CCCN(CCNC(=O)C1=C(O)C([N+](=O)[O-])=CN=C1C)C(=O)CCC(C)SC,2131465,26616113,4805633.0,,275592,2.503920000000001,412.512,0.004600066,0.004632235,0.027783333,0
COC1=CC=C(Cl)C=C1N1CC(C(=O)NC2=CC=NC=N2)CC1=O,5186,17017,,,11,2.1301999999999994,346.774,0.004294678,0.004012055,0.012666667,0
CN1N=C(C2CC2)N=C1CC(=O)NC[C@@H]1CN(C(=O)C2=CN3CCCC3=N2)CCO1,7633542,3695510,22828081.0,,275592,0.0351000000000016,413.482,0.021965335,0.001614245,0.0324,0
"O=C(N[C@@H]1CCCN(C(=O)[C@@H]2C[C@H]2C2=CC(Cl)=CC=C2)C1)C1=CCCSC1 |&1:10,12|",2243528,2808488,22130957.0,,275592,3.6140000000000017,404.963,0.002902103,0.021553413,0.068666667,0
O=C(NS(=O)(=O)CCCC(F)(F)F)C1=CC(Br)=CO1,11906237,2988405,,,2740,2.4442000000000004,364.139,0.000283574,0.000139891,0.02315,0
CC1=CC=C(C(=O)N[C@H]2C[C@H](CCNC(=O)C3=CC4=C(F)C(F)=CC=C4N3)C2)C=C1F,26388280,4203799,37910.0,,275592,4.222120000000003,429.442,0.0067825,0.002871644,0.009375,0
C=CCOCCCC(=O)N(C)C(C)CN(C)C(=O)CCC1=CC(OC)=CC=C1,26389495,3695589,40628.0,,275592,2.915900000000001,390.524,0.009121803,0.008440831,0.064666667,0
CC(=O)N(C)CCCC(=O)N1CCC(C2CCN(C(=O)CC3=CSC(C)=C3)C2)CC1,3692720,3769078,3595321.0,,275592,2.9446200000000013,433.618,0.009828794,0.00661672,0.015392857,0
CCC(=O)NC1(COC)CCN(C(=O)CC2=CC=C(C)O2)C1,22478801,738,8254882.0,,275592,1.2742199999999997,308.378,0.000950011,5.8e-05,0.002,0
CN(CCN1CCN(C(=O)C2(C(F)(F)F)CC2)CC1)C(=O)C(C)(C)N(C)C,2231550,3739635,70757.0,,275592,1.2717000000000005,392.466,0.001270916,0.005990279,0.081633333,0
C=C(C)CC(=O)N1CCC[C@@H](NC(=O)C(C)(C)CC2=CC=CC=C2OC)C1,2243528,2806840,2658464.0,,275592,3.3373000000000026,372.509,0.010437991,0.023397017,0.022,0
CCC1=C(C(=O)N2CC3(CN(C(=O)CC4=CN5C=C(F)C=CC5=N4)C3)C2)OC=C1,6782113,16518285,3479976.0,,275592,2.1559,396.422,0.009199465,0.009620764,0.0165,0
O=C(CCCN1C=CN=N1)NC1(C2CCN(C(=O)C3=CC(F)=CC=C3F)C2)CC1,24845137,26699904,32591.0,,275592,2.1476000000000006,403.433,0.003941143,0.002649055,0.01125,0
O=C1NC2(CCCC2)C(=O)N1CC1=NC(COC2=NC=CC=N2)=NO1,19695329,12222,,,270196,0.8031999999999997,344.331,0.007963391,0.002677493,0.013,0
COC(=O)C1=CN=CC(C(=O)NCCCC(C)NC(=O)C(C)(F)C2=CC=CC=C2F)=C1,11269667,11436085,1819487.0,,275592,2.906900000000001,433.455,0.004774652,0.008176956,0.055777778,0
O=C(CN1C=NN=C1)NC12CCC(CC1N1C=C(C3=C(C4CC4)OC=N3)N=N1)C2,26336664,2087423,26555526.0,,276010,1.702099999999999,394.439,0.002276821,0.003557074,0.040625,0
O=C(CCC1=CNC=N1)NC1CCN(C(=O)C2=CC=NC=N2)CCC1(F)F,26048846,2788444,3602516.0,,275592,1.1885999999999992,378.383,0.003936645,0.00068888,0.027075,0
O=C(NC1CCC2(CCN(C(=O)C3=CN(CCO)N=C3)CC2)C1)C1CC12CC2,26766444,76409,24674022.0,,275592,1.5665999999999989,386.496,0.00082279,0.001078214,0.0082,0
CC1=CC=C(C(=O)N2CC3(CCCCN3C(=O)C3=CC(C(N)=O)=CN3)C2)C(C(C)C)=N1,7925027,3899073,16070144.0,,275592,2.4613200000000006,423.517,0.00650869,0.022509725,0.023230769,0
CC(C)C1=NC(CC(=O)NC[C@H](C)NC(=O)C2=CC(C(F)F)=CC(F)=C2)=CS1,3017573,602973,26570906.0,,275592,3.820400000000002,413.465,0.084846307,0.013793758,0.018916667,0
CCCCN(C(=O)CCC1=CNN=N1)C1CCN(C(=O)C2=C(CCC)ON=C2C)CC1,3694349,8917568,22127510.0,,275592,2.9197200000000008,430.553,0.001526208,0.005730807,0.026891667,0
CC(C)CN1CCCC1C(=O)NC/C=C/CNC(=O)C1=CC(C2CC2)=NN1C,23997609,3007894,256197.0,,275592,1.8201,387.528,0.004871935,0.015491131,0.00625,0
COCC1(C(=O)NC[C@]2(C3=CC=CC=C3)C[C@@H](NC(=O)C=CC3=CNC=N3)C2)CC1,24534507,24206356,3050923.0,,275592,2.182299999999999,408.502,0.017321014,0.178630629,0.016,0
"C#CCC1(C(=O)N2C[C@@H](NC(=O)C3=CC=C(C(=O)OC)C=C3)[C@H](CC(C)(C)C)C2)CC1 |&1:8,22|",26021765,10797809,8365.0,,275592,3.269700000000002,424.541,0.014961749,0.018260791,0.022166667,0
C/C(=C\C(=O)N(C)C1CN(C(=O)/C=C/C2=CC=CC=C2)CC12CC2)C1=CN=CC=N1,22248232,23026349,24143976.0,,275592,3.0427000000000017,402.498,0.004966755,0.005865338,0.043055556,0
CCOC1CC(CC(=O)NCC2CN(C(=O)C3=C(Br)C(C4CC4)=NN3)C2)C1,8186142,2020717,16729794.0,,275592,2.4430000000000005,439.354,0.009700674,0.000887802,0.018422222,0
"C=C(C)CCCC(=O)N1C[C@@H](O)[C@@H](CNC(=O)C2CC3=NC=CN=C3C2)C1 |&1:10,12|",22145971,10934284,2997193.0,,275592,0.8733,372.469,0.018934582,0.000360027,0.012,0
CC1(C)C(CNC(=O)C2=CC=C3OCCCC3=C2)CCN1C(=O)C1=CN(C(C)(C)C)C=N1,22462337,26388616,2204624.0,,275592,3.6338000000000026,438.572,0.006849358,0.006540759,0.021333333,0
CCN(CC(C)(C)CNC(=O)C1=CN(C)C(=O)C=N1)C(=O)C(OC)C1=CC=CC=C1,9550016,2787379,24534528.0,,275592,1.7725000000000006,414.506,0.055261425,0.049497824,0.013333333,0
CCCN1N=CC=C1C(=O)N1CCC(O)(CN(C)C(=O)C2=CC=C(OC)C=C2C)C1,24368783,59470,3001515.0,,275592,1.95932,414.506,0.002761092,0.006032524,0.017,0
CC1=CC=C(N)N=C1C(=O)NC(C)(C)C(C)NC(=O)C1=NC=C(Cl)C=C1Cl,16012519,2795523,17657055.0,,275592,3.0009200000000007,410.305,0.04221543,0.006313766,0.018,0
CC(C)CC(C(=O)N1CC(C)(NC(=O)C2=NN(CC(F)(F)F)N=C2)C1)N1C=CN=C1,24829919,26378002,3015897.0,,275592,1.6549999999999994,427.431,0.006221534,0.002438903,0.0133,0
CC(C)N1C=CC2=CC(C(=O)NC(C)(C)C3CCCN3C(=O)C3=C[N+]([O-])=CC=C3)=CC=C21,2810425,10002586,2042.0,,275592,3.6688000000000023,434.54,0.006354862,0.003555392,0.032190476,0
"C=CCC(CNC(=O)[C@@H]1C[C@H]1F)NC(=O)C1=CC(C2=CC=C(F)C=C2)=C(C)S1 |&1:8,10|",11850711,5478260,22217084.0,,275592,4.011320000000002,404.482,0.044487053,0.01057057,0.02125,0
COC1=CC=C2N=C(C)C(C(=O)NCCN3C=C(COC4=CC(N)=CC=C4)N=N3)=CC2=C1,9551227,41718,2622489.0,,274860,2.7345200000000007,432.484,0.005194563,0.015216127,0.019,0
