smiles,node_id,num_expansions,rollout_num,score,Q_value,num_reactions,reaction_1_id,building_block_1_1_id,building_block_1_1_smiles,building_block_1_2_id,building_block_1_2_smiles
CC(F)(F)CCCN(CCCC(C)(F)F)C(F)(F)c1ccc(CN(C(=O)CCl)C2CC2)cc1,114647,1,7,0.49509297013282777,0.49509297013282777,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,1881622,O=C(CCl)N(Cc1ccc(C(F)(F)F)cc1)C1CC1
CC(F)(F)CCCN(CCCC(C)(F)F)Cc1ccc(C(F)(F)F)cc1I,114894,1,183,0.4950681746006012,0.4950681746006012,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,8106610,FC(F)(F)c1ccc(CBr)c(I)c1
CC(Cl)C(=O)Nc1ccc(OC(F)F)c(N(CCC2CC2)CC2CC2)c1,114798,0,120,0.49505023956298827,0.0,1,2230,23691524,C(CC1CC1)NCC1CC1,11747,CC(Cl)C(=O)Nc1ccc(OC(F)F)c(Cl)c1
CC(F)(F)CCCN(CCCC(C)(F)F)C(F)(F)c1ccc(CBr)c(I)c1,114893,0,183,0.49504097998142244,0.0,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,8106610,FC(F)(F)c1ccc(CBr)c(I)c1
CC(F)(F)CCCN(CCCC(C)(F)F)c1cccc(Oc2ccc(CCl)cc2)c1Cl,114855,0,152,0.49499375820159913,0.0,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,3575934,ClCc1ccc(Oc2cccc(Cl)c2Cl)cc1
CC(F)(F)CCCN(CCCC(C)(F)F)Cc1ccc(Oc2cccc(Cl)c2Cl)cc1,114854,0,152,0.4949226438999176,0.0,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,3575934,ClCc1ccc(Oc2cccc(Cl)c2Cl)cc1
CCCc1onc(-c2c(Cl)cccc2Cl)c1C(=O)OC(F)(F)c1cc(NC(=O)C(C)Cl)ccc1Cl,114883,1,176,0.4948983579874039,0.4948983579874039,1,1458,5150486,CCCc1onc(-c2c(Cl)cccc2Cl)c1C(=O)O,11449,CC(Cl)C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1
CCCc1onc(-c2c(Cl)cccc2Cl)c1C(=O)Oc1ccc(NC(=O)C(C)Cl)cc1C(F)(F)F,114882,0,176,0.4948922634124756,0.0,1,1458,5150486,CCCc1onc(-c2c(Cl)cccc2Cl)c1C(=O)O,11449,CC(Cl)C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1
CCc1cc(Oc2ccc(F)cc2CCl)ccc1N(CCCC(C)(F)F)CCCC(C)(F)F,114753,0,86,0.49488085210323335,0.0,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,6852628,CCc1cc(Oc2ccc(F)cc2CCl)ccc1Cl
CC(F)(F)CCCN(CCCC(C)(F)F)C(F)(F)S(=O)(=O)OC(CF)CF,114809,0,124,0.49482831358909607,0.0,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,26577752,O=S(=O)(OC(CF)CF)C(F)(F)F
O=C(OCCCC1CC1)c1cc(C2CC2)[nH]c1C1CC1,114852,1,151,0.4945288717746735,0.4945288717746735,1,1458,24223646,O=C(O)c1cc(C2CC2)[nH]c1C1CC1,26400668,ICCCC1CC1
CC(F)(F)CCCN(CCCC(C)(F)F)C1(F)CCCC1(C)COS(=O)(=O)C(F)(F)F,114692,1,38,0.494394862651825,0.494394862651825,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,26388619,CC1(COS(=O)(=O)C(F)(F)F)CCCC1(F)F
CC1(COS(=O)(=O)C(F)(F)F)CCCCC1(F)N(CCC1CC1)CC1CC1,114695,1,41,0.4942807167768478,0.4942807167768478,1,2230,23691524,C(CC1CC1)NCC1CC1,26383297,CC1(COS(=O)(=O)C(F)(F)F)CCCCC1(F)F
COCCOc1ccc(C(F)(F)N(CCCC(C)(F)F)CCCC(C)(F)F)cc1NC(=O)C(C)Cl,114712,1,52,0.4942587733268738,0.4942587733268738,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,45699,COCCOc1ccc(C(F)(F)F)cc1NC(=O)C(C)Cl
CC(Cl)C(=O)Nc1ccc(SC(F)N(CCCC(C)(F)F)CCCC(C)(F)F)cc1,114725,1,67,0.49420964121818545,0.49420964121818545,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,38289,CC(Cl)C(=O)Nc1ccc(SC(F)F)cc1
CCCc1onc(-c2c(Cl)cccc2Cl)c1C(=O)OCC(=O)Nc1nc(-c2ccccc2Cl)c(-c2ccccc2Cl)s1,114830,0,136,0.49420442879199983,0.0,1,1458,5150486,CCCc1onc(-c2c(Cl)cccc2Cl)c1C(=O)O,6229,O=C(CCl)Nc1nc(-c2ccccc2Cl)c(-c2ccccc2Cl)s1
O=C(OCCC12CCCC1C2)c1cc(C2CC2)[nH]c1C1CC1,114843,1,141,0.4941899091005325,0.4941899091005325,1,1458,24223646,O=C(O)c1cc(C2CC2)[nH]c1C1CC1,26563938,BrCCC12CCCC1C2
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1C(=O)OC(F)(F)c1ccc(CN(C(=O)CCl)C2CC2)cc1,114901,1,185,0.4941485732793808,0.4941485732793808,1,1458,6755914,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1C(=O)O,1881622,O=C(CCl)N(Cc1ccc(C(F)(F)F)cc1)C1CC1
CCCCN(CCCC)CCCN(Cc1cccc(C(F)(F)F)c1)Cc1cccc(C(F)(F)F)c1,114766,1,92,0.4938581079244614,0.4938581079244614,1,2230,37368,FC(F)(F)c1cccc(CNCc2cccc(C(F)(F)F)c2)c1,2151470,CCCCN(CCCC)CCCCl
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1C(=O)OCCCCCC1CC1,114811,1,125,0.4938225090503693,0.4938225090503693,1,1458,6755914,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1C(=O)O,24674025,BrCCCCCC1CC1
CC1(CCCOC(=O)c2cc(C3CC3)[nH]c2C2CC2)CC1,114737,1,77,0.4937811017036438,0.4937811017036438,1,1458,24223646,O=C(O)c1cc(C2CC2)[nH]c1C1CC1,24665895,CC1(CCCBr)CC1
CC(C)CCN(CCC(C)C)C12CC(C)(C1)C2,114913,1,194,0.49377720057964325,0.49377720057964325,1,2230,1053,CC(C)CCNCCC(C)C,25216964,CC12CC(I)(C1)C2
O=C(OC(F)(F)CCOS(=O)(=O)C(F)(F)F)c1cc(C2CC2)[nH]c1C1CC1,114824,1,133,0.49376083016395567,0.49376083016395567,1,1458,24223646,O=C(O)c1cc(C2CC2)[nH]c1C1CC1,17406679,O=S(=O)(OCCC(F)(F)F)C(F)(F)F
CC(C(=O)Nc1ccc2c(c1)OC1(CCCCC1)O2)N(CCC1CC1)CC1CC1,114889,1,181,0.4937477082014084,0.4937477082014084,1,2230,23691524,C(CC1CC1)NCC1CC1,45705,CC(Cl)C(=O)Nc1ccc2c(c1)OC1(CCCCC1)O2
CC(Cl)C(=O)Nc1cccc(C(F)(F)OC(=O)c2cc(C3CC3)[nH]c2C2CC2)c1,114874,1,171,0.4936124712228775,0.4936124712228775,1,1458,24223646,O=C(O)c1cc(C2CC2)[nH]c1C1CC1,3938,CC(Cl)C(=O)Nc1cccc(C(F)(F)F)c1
CCCc1onc(-c2c(Cl)cccc2Cl)c1C(=O)OCCCC1CC1,114917,1,199,0.4935907691717148,0.4935907691717148,1,1458,5150486,CCCc1onc(-c2c(Cl)cccc2Cl)c1C(=O)O,26400668,ICCCC1CC1
O=C(CCl)Nc1nc(-c2ccccc2Cl)c(-c2ccccc2OC(=O)C23CC(CCC(F)(F)F)(C2)C3)s1,114671,1,29,0.49357637465000154,0.49357637465000154,1,1458,27049149,O=C(O)C12CC(CCC(F)(F)F)(C1)C2,6229,O=C(CCl)Nc1nc(-c2ccccc2Cl)c(-c2ccccc2Cl)s1
O=C(CCl)Nc1nc(-c2ccccc2OC(=O)C23CC(CCC(F)(F)F)(C2)C3)c(-c2ccccc2Cl)s1,114670,0,29,0.4935262829065323,0.0,1,1458,27049149,O=C(O)C12CC(CCC(F)(F)F)(C1)C2,6229,O=C(CCl)Nc1nc(-c2ccccc2Cl)c(-c2ccccc2Cl)s1
CC(F)(F)C12CC(C34CC(C(=O)NC5C6(CC6)C56CC6)(C3)C4)(C1)C2,114776,2,102,0.4933588057756424,0.4933588057756424,1,22,24532760,NC1C2(CC2)C12CC2,27063897,CC(F)(F)C12CC(C34CC(C(=O)O)(C3)C4)(C1)C2
CC(Cl)C(=O)Nc1c(Cl)cc(OC(=O)C23CC(CCC(F)(F)F)(C2)C3)cc1Cl,114841,1,139,0.4933193504810333,0.4933193504810333,1,1458,27049149,O=C(O)C12CC(CCC(F)(F)F)(C1)C2,9863,CC(Cl)C(=O)Nc1c(Cl)cc(Cl)cc1Cl
CC(F)(F)CCCN(CCCC(C)(F)F)C(F)(F)C(=O)N1CCc2ccc(C3CO3)cc2C1,114774,1,97,0.49322469532489777,0.49322469532489777,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,24614126,O=C(N1CCc2ccc(C3CO3)cc2C1)C(F)(F)F
CC1CC(C)CC(CCOC(=O)c2cc(C3CC3)[nH]c2C2CC2)C1,114768,1,93,0.4931995451450348,0.4931995451450348,1,1458,24223646,O=C(O)c1cc(C2CC2)[nH]c1C1CC1,3704379,CC1CC(C)CC(CCCl)C1
O=C(OCCCC1CC1)C12CC(CCC(F)(F)F)(C1)C2,114722,2,64,0.4931879937648773,0.4931879937648773,1,1458,27049149,O=C(O)C12CC(CCC(F)(F)F)(C1)C2,26400668,ICCCC1CC1
CC(C)CCN(CCC(C)C)C1(F)CCCC1(C)COS(=O)(=O)C(F)(F)F,114877,1,173,0.4931166559457779,0.4931166559457779,1,2230,1053,CC(C)CCNCCC(C)C,26388619,CC1(COS(=O)(=O)C(F)(F)F)CCCC1(F)F
CC(C)CCN(CCC(C)C)C1(F)CCCCC1(C)COS(=O)(=O)C(F)(F)F,114898,1,184,0.4930929720401764,0.4930929720401764,1,2230,1053,CC(C)CCNCCC(C)C,26383297,CC1(COS(=O)(=O)C(F)(F)F)CCCCC1(F)F
O=C(CCl)Nc1cc(C(F)(F)F)ccc1Oc1ccc(N(Cc2cccc(C(F)(F)F)c2)Cc2cccc(C(F)(F)F)c2)cc1,114708,1,48,0.4930719017982483,0.4930719017982483,1,2230,37368,FC(F)(F)c1cccc(CNCc2cccc(C(F)(F)F)c2)c1,8059,O=C(CCl)Nc1cc(C(F)(F)F)ccc1Oc1ccc(Br)cc1
CC(F)(F)CCCN(CCCC(C)(F)F)CC(=O)N(Cc1ccc(C(F)(F)F)cc1)C1CC1,114646,0,7,0.4929481327533722,0.0,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,1881622,O=C(CCl)N(Cc1ccc(C(F)(F)F)cc1)C1CC1
FC(F)(F)c1cccc(CN(CCCC2CC2)Cc2cccc(C(F)(F)F)c2)c1,114817,1,129,0.4928938329219818,0.4928938329219818,1,2230,37368,FC(F)(F)c1cccc(CNCc2cccc(C(F)(F)F)c2)c1,26400668,ICCCC1CC1
CC(F)(F)CCCN(CCCC(C)(F)F)C12CC(C(F)(F)C(F)(F)F)(C1)C2,114663,1,25,0.49277199506759645,0.49277199506759645,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,26589865,FC(F)(F)C(F)(F)C12CC(I)(C1)C2
CC(Cl)C(=O)Nc1c(Cl)cc(Cl)cc1OC(=O)C12CC(CCC(F)(F)F)(C1)C2,114840,0,139,0.4927108645439148,0.0,1,1458,27049149,O=C(O)C12CC(CCC(F)(F)F)(C1)C2,9863,CC(Cl)C(=O)Nc1c(Cl)cc(Cl)cc1Cl
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1C(=O)OCCCC1CC1,114871,2,169,0.4927016645669937,0.4927016645669937,1,1458,6755914,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1C(=O)O,26400668,ICCCC1CC1
O=C(OC(F)(F)S(=O)(=O)OCCC(F)(F)F)c1cc(C2CC2)[nH]c1C1CC1,114825,0,133,0.49264535307884216,0.0,1,1458,24223646,O=C(O)c1cc(C2CC2)[nH]c1C1CC1,17406679,O=S(=O)(OCCC(F)(F)F)C(F)(F)F
CCCc1onc(-c2c(Cl)cccc2Cl)c1C(=O)OC(C)C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,114881,0,176,0.49247303009033205,0.0,1,1458,5150486,CCCc1onc(-c2c(Cl)cccc2Cl)c1C(=O)O,11449,CC(Cl)C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1
CC(F)(F)CCCN(CCCC(C)(F)F)C12CC(C(F)(F)F)(C1)C2,114659,1,21,0.49239255487918854,0.49239255487918854,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,16731214,FC(F)(F)C12CC(I)(C1)C2
COCCOc1ccc(C(F)(F)F)cc1NC(=O)C(C)N(CCCC(C)(F)F)CCCC(C)(F)F,114713,0,52,0.49237496852874757,0.0,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,45699,COCCOc1ccc(C(F)(F)F)cc1NC(=O)C(C)Cl
CC(F)(F)CCCN(CCCC(C)(F)F)c1cc(C(F)(F)F)ccc1CBr,114895,0,183,0.4923551112413406,0.0,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,8106610,FC(F)(F)c1ccc(CBr)c(I)c1
CC(C(=O)Nc1ccc(SC(F)F)cc1)N(CCCC(C)(F)F)CCCC(C)(F)F,114724,0,67,0.49234369695186614,0.0,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,38289,CC(Cl)C(=O)Nc1ccc(SC(F)F)cc1
CC(C(=O)Nc1ccc(OC(F)F)c(Cl)c1)N(CCC1CC1)CC1CC1,114796,0,120,0.49225919246673583,0.0,1,2230,23691524,C(CC1CC1)NCC1CC1,11747,CC(Cl)C(=O)Nc1ccc(OC(F)F)c(Cl)c1
CC(C)c1ccc(CN(C(=O)CN(CCCC(C)(F)F)CCCC(C)(F)F)C2CC2)cc1,114651,1,13,0.49220443069934844,0.49220443069934844,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,1882376,CC(C)c1ccc(CN(C(=O)CCl)C2CC2)cc1
CC(C)c1ccc(CN(C(=O)COC(=O)c2cc(C3CC3)[nH]c2C2CC2)C2CC2)cc1,114755,1,87,0.49219549894332887,0.49219549894332887,1,1458,24223646,O=C(O)c1cc(C2CC2)[nH]c1C1CC1,1882376,CC(C)c1ccc(CN(C(=O)CCl)C2CC2)cc1
CC(F)(F)CCCN(CCCC(C)(F)F)C(F)(F)S(=O)(=O)OCC1(C)CCCC1(F)F,114691,0,38,0.4921949148178101,0.0,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,26388619,CC1(COS(=O)(=O)C(F)(F)F)CCCC1(F)F
O=C(Nc1nc(C2CC2)c(Cc2cccc(C(F)(F)F)c2)s1)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1,114869,1,168,0.49215468764305115,0.49215468764305115,1,22,2113491,Nc1nc(C2CC2)c(Cc2cccc(C(F)(F)F)c2)s1,22132499,O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1
CC(F)(F)CCCN(CCCC(C)(F)F)C(F)(F)c1cc(CBr)cc(C(F)(F)F)c1,114699,1,44,0.49214303493499756,0.49214303493499756,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,53282,FC(F)(F)c1cc(CBr)cc(C(F)(F)F)c1
CC(F)(F)CCCN(CCCC(C)(F)F)Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,114700,0,44,0.4921272754669189,0.0,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,53282,FC(F)(F)c1cc(CBr)cc(C(F)(F)F)c1
CC1(COS(=O)(=O)C(F)(F)N(CCC2CC2)CC2CC2)CCCCC1(F)F,114694,0,41,0.49210690557956693,0.0,1,2230,23691524,C(CC1CC1)NCC1CC1,26383297,CC1(COS(=O)(=O)C(F)(F)F)CCCCC1(F)F
O=C(CCl)N(Cc1ccc(C(F)(F)OC(=O)C23CC(CCC(F)(F)F)(C2)C3)cc1)C1CC1,114730,1,73,0.49209297597408297,0.49209297597408297,1,1458,27049149,O=C(O)C12CC(CCC(F)(F)F)(C1)C2,1881622,O=C(CCl)N(Cc1ccc(C(F)(F)F)cc1)C1CC1
COc1ccc(CN(C(=O)CN(CCCC(C)(F)F)CCCC(C)(F)F)C2CC2)cc1,114740,1,79,0.49205378293991087,0.49205378293991087,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,35489,COc1ccc(CN(C(=O)CCl)C2CC2)cc1
CCCCc1ccc(-c2cc(NC(=O)CN(CCCC(C)(F)F)CCCC(C)(F)F)n(-c3ccccc3)n2)cc1,114792,1,117,0.49204396903514863,0.49204396903514863,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,16749,CCCCc1ccc(-c2cc(NC(=O)CCl)n(-c3ccccc3)n2)cc1
CC(Cl)C(=O)Nc1ccc(N(Cc2cccc(C(F)(F)F)c2)Cc2cccc(C(F)(F)F)c2)c(C(F)(F)F)c1,114688,1,37,0.49194657504558564,0.49194657504558564,1,2230,37368,FC(F)(F)c1cccc(CNCc2cccc(C(F)(F)F)c2)c1,11449,CC(Cl)C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1
CC(C)(CCOC(=O)c1cc(C2CC2)[nH]c1C1CC1)C1CC1,114702,1,46,0.49188017547130586,0.49188017547130586,1,1458,24223646,O=C(O)c1cc(C2CC2)[nH]c1C1CC1,22954703,CC(C)(CCBr)C1CC1
O=C(CCl)Nc1cc(C(F)(F)N(Cc2cccc(C(F)(F)F)c2)Cc2cccc(C(F)(F)F)c2)ccc1Oc1ccc(Br)cc1,114707,0,48,0.49185659885406496,0.0,1,2230,37368,FC(F)(F)c1cccc(CNCc2cccc(C(F)(F)F)c2)c1,8059,O=C(CCl)Nc1cc(C(F)(F)F)ccc1Oc1ccc(Br)cc1
CCc1ccc(N(Cc2cccc(C(F)(F)F)c2)Cc2cccc(C(F)(F)F)c2)c(CC)c1NC(=O)CCCCl,114734,1,76,0.4918502002954483,0.4918502002954483,1,2230,37368,FC(F)(F)c1cccc(CNCc2cccc(C(F)(F)F)c2)c1,11652,CCc1ccc(Cl)c(CC)c1NC(=O)CCCCl
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1C(=O)OCCCC1CC1C,114860,1,158,0.4917821943759918,0.4917821943759918,1,1458,6755914,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1C(=O)O,26251298,CC1CC1CCCBr
CCCc1onc(-c2c(Cl)cccc2Cl)c1C(=O)OC(F)(F)c1cc(NC(=O)C(C)Br)cc(C(F)(F)F)c1,114835,1,137,0.4917115390300751,0.4917115390300751,1,1458,5150486,CCCc1onc(-c2c(Cl)cccc2Cl)c1C(=O)O,62328,CC(Br)C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1
CC(F)(F)CCCN(CCCC(C)(F)F)C(F)(C(F)(F)F)C12CC(I)(C1)C2,114662,0,25,0.49170385003089906,0.0,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,26589865,FC(F)(F)C(F)(F)C12CC(I)(C1)C2
CCCCCCc1ccc(-c2csc(NC(=O)CN(CCC3CC3)CC3CC3)n2)cc1,114778,1,103,0.49146842658519746,0.49146842658519746,1,2230,23691524,C(CC1CC1)NCC1CC1,7000,CCCCCCc1ccc(-c2csc(NC(=O)CCl)n2)cc1
COc1ccc2cc(CN(C)C(=O)C(C)OC(=O)c3c(-c4c(Cl)cccc4Cl)noc3C(C)C)ccc2c1,114782,1,105,0.4914373219013214,0.4914373219013214,1,1458,6755914,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1C(=O)O,45915,COc1ccc2cc(CN(C)C(=O)C(C)Cl)ccc2c1
CC(C)CCN(CCC(C)C)C(F)(F)S(=O)(=O)OCC1(C)CCCC1(F)F,114876,0,173,0.49143213629722593,0.0,1,2230,1053,CC(C)CCNCCC(C)C,26388619,CC1(COS(=O)(=O)C(F)(F)F)CCCC1(F)F
CC(F)(F)CCCN(CCCC(C)(F)F)C(F)(F)C12CC(I)(C1)C2,114658,0,21,0.4913510143756866,0.0,1,2230,26309275,CC(F)(F)CCCNCCCC(C)(F)F,16731214,FC(F)(F)C12CC(I)(C1)C2
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1C(=O)OCC(=O)N(Cc1ccc(C(F)(F)F)cc1)C1CC1,114900,0,185,0.4913389354944229,0.0,1,1458,6755914,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1C(=O)O,1881622,O=C(CCl)N(Cc1ccc(C(F)(F)F)cc1)C1CC1
